_uf;_label;_level;inform_1safra;qtde_1safra;area_ha_1safra;inform_2safra;qtde_2safra;area_ha_2safra;confianca
SP;SANTO ANORE;municipio;;;;;;;media
SP;SÃO BERNARDO;municipio;;;;;;;media
SP;SÃO CAETANO DO SUL;municipio;;;;;;;media
SP;SÃO PAULO;municipio;;;;49.0;106.0;10.0;media
SP;VARGEM GRANDE PAULISTA;municipio;16.0;;;;;;media
SP;SERRA E LITORAL NORTE PAULISTA;microrregiao;4508.0;5456.0;11067.0;755.0;879.0;2014.0;media
SP;ALTO PARAIBA;municipio;;;;5433.0;10966.0;749.0;media
SP;AREIAS;municipio;;;;155.0;278.0;;media
SP;BANANAL;municipio;;;;192.0;428.0;16.0;media
SP;CUNHA;municipio;1748.0;27117.0;221.0;234.0;594.0;;media
SP;JAMBEIRO;municipio;;;;198.0;227.0;10.0;media
SP;LAGOINHA;municipio;;;;230.0;481.0;153.0;media
SP;NATIVIDADE .DA SERRA;municipio;427.0;246.0;565.0;129.0;68.0;214.0;media
SP;PARAIBUNA;municipio;;;;805.0;1362.0;126.0;media
SP;REDENÇÃO DA SERRA;municipio;;;;128.0;298.0;26.0;media
SP;SÃO JOSE DO BARREIRO;municipio;;;;175.0;360.0;22.0;media
SP;SILVEIRAS;municipio;;;;227.0;485.0;;media
SP;COSTA NORTE PAULISTA;municipio;;;;23.0;101.0;;media
SP;CARAGUAT A TUBA;municipio;;;;;21.0;;media
SP;ILHABELA;municipio;;;;;12.0;;media
SP;SÃO SEBASTIÃO;municipio;;;;;30.0;;media
SP;UBATUBA;municipio;;;;10.0;36.0;;media
SP;TOTAIS;total;;2588.0;4904.0;3744.0;23733.0;;media
SP;ALTA E MEDIA ARARAQUARENSE;mesorregiao;;114.0;106.0;437.0;2370.0;;media
SP;ALTA ARARAQUARENSE FERNANDOPOLIS;mesorregiao;;;;307.0;1375.0;;media
SP;APARECIDA D'OESTE;microrregiao;;;;;12.0;;media
SP;DOLCINOPOLIS;microrregiao;;;;18.0;171.0;;media
SP;ESTRELA D' OESTE;microrregiao;;;;;19.0;;media
SP;FERNANDOPOLIS;microrregiao;;;;;31.0;;media
SP;JALES;microrregiao;;;;35.0;126.0;;media
SP;MARINOPOLIS;microrregiao;;;;;;;media
SP;MERIDIANO;microrregiao;;;;;;;media
SP;PALMEIRA O'OESTE;microrregiao;;;;14.0;32.0;;media
SP;PARANAPUÂ;microrregiao;;;;53.0;276.0;;media
SP;POPULINA;microrregiao;;;;;20.0;;media
SP;RUBINEIA;microrregiao;;;;21.0;39.0;;media
SP;SANTA ALBERTINA;microrregiao;;;;;29.0;;media
SP;SANTA CLARA O' OESTE;microrregiao;;;;27.0;156.0;;media
SP;SANTA FE DO SUL;microrregiao;;;;11.0;50.0;;media
SP;SANTANA DA PONTE PENSA;microrregiao;;;;12.0;17.0;;media
SP;SANTA RITA O' OESTE;microrregiao;;;;;33.0;;media
SP;SÃO FRANCISCO;microrregiao;;;;21.0;78.0;;media
SP;TRES FRONTEIRAS;microrregiao;;;;47.0;234.0;;media
SP;URANIA;microrregiao;;;;19.0;42.0;;media
SP;ALTA ARARAQUARENSE DE VOTUPORANGA;microrregiao;;;;;69.0;;media
SP;ALVARES FLORENCE;microrregiao;;;;;20.0;;media
SP;CARDOSO;microrregiao;;;;;;;media
SP;COSMORAMA;microrregiao;;;;;;;media
SP;VALENTIM GENTIL;microrregiao;;;;;;;media
SP;VOTUPORANGA;microrregiao;;;;;42.0;;media
SP;MEDI O SÃO JOSE DOS DOURADOS;microrregiao;;;;;22.0;;media
SP;AURIFLAMA;microrregiao;;;;;;;media
SP;FLOREAL;microrregiao;;;;;12.0;;media
SP;GENERAL SALGADO;microrregiao;;;;;;;media
SP;GUZOLANDIA;microrregiao;;;;;;;media
SP;MAGDA;microrregiao;;;;;;;media
SP;DIVISOR SÃO JOSE OOURAOOS-TIETE;microrregiao;;47.0;19.0;13.0;164.0;;media
SP;ADOLFO;microrregiao;;47.0;19.0;;;;media
SP;JOSE BONIFACIO;microrregiao;;;;;70.0;;media
SP;MACAUBAL;microrregiao;;;;;;;media
SP;MONTE APRAZ( VEL;microrregiao;;;;;;;media
SP;NEVES PAULISTA;microrregiao;;;;;41.0;;media
SP;NHANDEARA;microrregiao;;;;;38.0;;media
SP;SÃO JOSE DO R l O PRETO;microrregiao;;;;42.0;430.0;;media
SP;BADY BASS ITT;microrregiao;;;;;;;media
SP;CEORAL;microrregiao;;;;;;;media
SP;GUAPIAÇU;microrregiao;;;;;;;media
SP;IBIRA;microrregiao;;;;;16.0;;media
SP;MIRASSOLANOIA;microrregiao;;;;;;;media
SP;NOVA GRANADA;microrregiao;;;;10.0;66.0;;media
SP;PALESTINA;microrregiao;;;;22.0;310.0;;media
SP;SÃO JOSE DO RIO PRETO;microrregiao;;;;;20.0;;media
SP;MEDIA ARARAQUARENSE;microrregiao;60.0;;58.0;;308.0;;media
SP;CAJOBI;municipio;;;;;25.0;;media
SP;CATANDUVA;municipio;;;10.0;;52.0;;media
SP;CATIGUA;municipio;;;;;;;media
SP;ITAJOBI;municipio;;;25.0;;125.0;;media
SP;NOVO HORIZONTE;municipio;60.0;;;;35.0;;media
SP;PARA ISO;municipio;;;;;;;media
SP;PINDORAMA;municipio;;;;;;;media
SP;SALES;municipio;;;;;21.0;;media
SP;SANTA ADELIA;municipio;;;;;20.0;;media
SP;TABAPUÃ;municipio;;;;;;;media
SP;CAMPINAS E RIBEIRÃO PRETO;mesorregiao;393.0;;519.0;;4901.0;;media
SP;BARRETOS;microrregiao;;;;;323.0;;alta
SP;BARRETOS;municipio;;;;;19.0;;alta
SP;COLINA;municipio;;;;;;;alta
SP;GUAIRA;municipio;;;;;;;alta
SP;.JABORANDI;municipio;;;21.0;;301.0;;alta
SP;SERRA DE .JABOTICABAL;microrregiao;14.0;;47.0;;319.0;;media
SP;CANO IDO RODRIGUES;municipio;;;;;33.0;;media
SP;FERNANDO PRESTES;municipio;;;;;50.0;;media
SP;.JABOT ICABAL;municipio;14.0;;;;13.0;;media
SP;MONTE ALTO;municipio;;;10.0;;80.0;;media
SP;PIRANGI;municipio;;;;;;;media
SP;PITANGUEIRAS;municipio;;;;;13.0;;media
SP;TAIUVA;municipio;;;;;;;media
SP;TAOUARITINGA;municipio;;;;;60.0;;media
SP;TERRA ROXA;municipio;;;;;37.0;;media
SP;VISTA ALEGRE DO ALTO;municipio;;;;;26.0;;media
SP;RIBEIRÃO PRETO;microrregiao;;;;;33.0;;media
SP;SALES OLIVEIRA;municipio;;;;;;;media
SP;SÂO SIMAO;municipio;;;;;26.0;;media
SP;ARARAQUARA;microrregiao;226.0;;64.0;;578.0;;media
SP;ARARAQUARA;municipio;;;;;20.0;;media
SP;BOA ESPERANÇA DO SUL;municipio;;;;;;;media
SP;BORBOREMA;municipio;;;27.0;;194.0;;media
SP;DOURADO;municipio;;;;;;;media
SP;IBITINGA;municipio;226.0;;24.0;;;;media
SP;ITAPOLIS;municipio;;;;;;;media
SP;NOVA EUROPA;municipio;;;;;;;media
SP;TABATINGA;municipio;;;;;;;media
SP;BARIRI;municipio;;;183.0;;729.0;;media
SP;BOCAINA;municipio;;;;;199.0;;media
SP;BORACEIA;municipio;;;19.0;;101.0;;media
SP;ITAJU;municipio;;;135.0;;1359.0;;media
SP;ITAPUI;municipio;;;11.0;;16.0;;media
SP;MACATUBA;municipio;;;;;;;media
SP;MINEIROS DO TIETE;municipio;;;;;10.0;;media
SP;PEOERNEIRAS;microrregiao;;;;;;66.0;media
SP;RIO CLARO;mesorregiao;;;;;;57.0;media
SP;BROTAS;microrregiao;;;;;;48.0;media
SP;IPEUNA;microrregiao;;;;;;;media
SP;SANTA MARIA DA SERRA;microrregiao;;;;;;;media
SP;SÃO PEDRO;microrregiao;;;;;;;media
SP;TORRINHA;microrregiao;;;;;;;media
SP;CAMPINAS;mesorregiao;;;;;;58.0;alta
SP;AMERICANA;microrregiao;;;;;;;alta
SP;CAMPINAS;microrregiao;;;;;;14.0;alta
SP;INDAIATUBA;microrregiao;;;;;;26.0;alta
SP;.JAGUARIUNA;microrregiao;;;;;;;alta
SP;SUMARE;microrregiao;;;;;;13.0;alta
SP;TATUI;mesorregiao;12.0;;;51.0;;2.0;media
SP;LARAN JAL PAULISTA;microrregiao;;;;;;;media
SP;PORANGABA;microrregiao;;;;;;;media
SP;TATUI;microrregiao;;;;44.0;;;media
SP;TIETE;microrregiao;;;;;;;media
SP;SOROCABA;mesorregiao;;;;;;;media
SP;SÃO ROQUE;microrregiao;;;;;;;media
SP;.JUNDIAI;microrregiao;177.0;;;191.0;;;media
SP;ITUPEYA;microrregiao;177.0;;;191.0;;;media
SP;MANTIQUEIRA PAULISTA;mesorregiao;;;;24.0;;;media
SP;ENCOSTA OCID. DA MANTIQ. PAULISTA;microrregiao;;;;24.0;;;media
SP;CACONDE;microrregiao;;;;;;;media
SP;MOCOCA;microrregiao;;;;24.0;;;media
SP;SUDOESTE PAULISTA;mesorregiao;496.0;;;3861.0;;14467.0;media
SP;ALTA NORDESTE DE ARAÇATUBA;microrregiao;;;;31.0;;944.0;media
SP;ANDRAOINA;microrregiao;;;;;;65.0;media
SP;ARAÇATUBA;microrregiao;;;;19.0;;103.0;media
SP;BENTO DE ABREU;microrregiao;;;;;;22.0;media
SP;CASTILHO;microrregiao;;;;12.0;;357.0;media
SP;GUARAÇAI;microrregiao;;;;;;51.0;media
SP;GUARARAPES;microrregiao;;;;;;60.0;media
SP;LAVINIA;microrregiao;;;;;;;media
SP;MIRANOOPOLIS;microrregiao;;;;;;17.0;media
SP;MURUTINGA;microrregiao;;;;;;112.0;media
SP;NOVA INDEPENDENCIA;microrregiao;;;;;;11.0;media
SP;PEREIRA BARRETO;microrregiao;;;;;;;media
SP;RUBIACEA;microrregiao;;;;;;11.0;media
SP;SUO MENUCCI;microrregiao;;;;;;31.0;media
SP;VALPARAISO;microrregiao;;;;;;88.0;media
SP;NOVA ALTA PAULISTA;microrregiao;20.0;;;20.0;;1636.0;media
SP;ADAMANTINA;microrregiao;;;;;;;media
SP;DRACENA;microrregiao;;;;;;;media
SP;FLORA RICA;municipio;;;;;;;media
SP;FLORIDA PAULISTA;municipio;;;;;;33.0;media
SP;INUBIA PAULISTA;municipio;;;;;;;media
SP;IRAPURU;municipio;;;;;;19.0;media
SP;LUCELIA;municipio;;;;;;42.0;media
SP;MARIAPOLIS;municipio;;;;;;54.0;media
SP;MONTE CASTELO;municipio;;;;;;270.0;media
SP;NOVA GUATAPORANGA;municipio;;;;;;21.0;media
SP;OSVALDO CRUZ;municipio;11.0;;;;;47.0;media
SP;OURO VERDE;municipio;;;;;;83.0;media
SP;PACAEMBU;municipio;;;;;;57.0;media
SP;PANORAMA;municipio;;;;;;115.0;media
SP;PARAPUÃ;municipio;;;;10.0;;23.0;media
SP;PAULICEIA;municipio;;;;;;11.0;media
SP;RINOPOLIS;municipio;;;;;;37.0;media
SP;SAGRES;municipio;;;;;;13.0;media
SP;SANTA MERCEDES;municipio;;;;;;45.0;media
SP;SÃO .JOÃO DO PAU D' ALHO;municipio;;;;;;112.0;media
SP;TUPI PAULISTA;municipio;;;;;;261.0;media
SP;ALTA NORDESTE DE PENAPOLIS;microrregiao;;;;29.0;;225.0;media
SP;ALTO ALEGRE;municipio;;;;;;67.0;media
SP;AVANHANOAVA;municipio;;;;;;;media
SP;BILAC;municipio;;;;;;39.0;media
SP;BIRIGUI;municipio;;;;;;46.0;media
SP;BRAUNA;municipio;;;;;;;media
SP;BURITAMA;municipio;;;;29.0;;;media
SP;CLEMENTINA;municipio;;;;;;;media
SP;COROADOS;municipio;;;;;;;media
SP;GABRIEL MONTEIRO;municipio;;;;;;16.0;media
SP;GLICERIO;municipio;;;;;;;media
SP;LUIZIANIA;municipio;;;;;;;media
SP;PENAPOLIS;municipio;;;;;;18.0;media
SP;SANTOPOLIS DO AGUAPEI;municipio;;;;;;;media
SP;BAURU;microrregiao;11.0;;;50.0;;1445.0;alta
SP;AREALVA;municipio;;;;;;628.0;alta
SP;AVAi;municipio;;;;;;;alta
SP;BAURU;municipio;;;;;;18.0;alta
SP;CABRALIA PAULISTA;municipio;;;;;;;alta
SP;CAFELAND;municipio;;;;;;69.0;alta
SP;DUARTINA;municipio;;;;;;56.0;alta
SP;GETULINA;municipio;;;;;;16.0;alta
SP;GUAIMBE;municipio;;;;;;;alta
SP;GUARANTÃ;municipio;;;;;;;alta
SP;IACANGA;municipio;;;;20.0;;164.0;alta
SP;JULIO MESQUITA;municipio;;;;;;;alta
SP;PIRAJUI;municipio;;;;;;170.0;alta
SP;P(RATININGA;municipio;;;;;;27.0;alta
SP;PONGAI;municipio;;;;26.0;;;alta
SP;PRESIDENTE ALVES;municipio;;;;;;31.0;alta
SP;PROMISSÃO;municipio;;;;;;;alta
SP;REGINOPOLIS;municipio;;;;;;197.0;alta
SP;SABINO;municipio;;;;;;29.0;alta
SP;ALTA PAULISTA;microrregiao;;;;;;242.0;media
SP;ALVARO DE CARVALHO;municipio;;;;;;;media
SP;BASTOS;municipio;;;;;;24.0;media
SP;VALE DO PARAIBA PAULISTA;mesorregiao;;;;;;;media
SP;VALE DO PARAIBA PAULISTA;microrregiao;;;;;;;media
SP;CACHOEIRA PAULISTA;municipio;;;;;;;media
SP;PIQUETE;municipio;;;;;;;media
SP;SANTO ANTONIO DO PINHAL;municipio;;;;;;;media
SP;SUL PAULISTA;mesorregiao;;215.0;483.0;;;;alta
SP;APIAI;microrregiao;;119.0;306.0;;;;alta
SP;APIAI;municipio;;;;;;;alta
SP;BARRA DO TURVO;municipio;;119.0;306.0;;;;alta
SP;BAIXADA DO RIBEIRA;microrregiao;;96.0;177.0;;;;alta
SP;ELDORADO;municipio;;46.0;85.0;;;;alta
SP;.JACUP I RANGA;municipio;;16.0;35.0;;;;alta
SP;PARIOUERA-AÇU;municipio;;33.0;55.0;;;;alta
SP;GRANDE SÃO PAULO;mesorregiao;;;;;;;media
SP;GRANDE SÃO PAULO;microrregiao;;;;;;;media
SP;SÃO PAULO;municipio;;;;;;;media
SP;SERRA E LITORAL NORTE PAULISTA;mesorregiao;;;;;;;media
SP;ALTO PARAIBA;microrregiao;;;;;;;media
SP;CUNHA;municipio;;;;;;;media
SP;SÃO .JOSE DO B ARRE IRO;municipio;;;;;;;media
SP;CARAGUATATUBA;municipio;;;;;;;media
SP;TOTAIS;total;356861.0;;;109809.0;40044.0;;media
SP;ALTA E MEDIA ARARAQUARENSE;mesorregiao;4195.0;;443.0;17720.0;163909.0;;media
SP;ALTA ARARAQUARENSE FERNANOOPOLIS;microrregiao;2675.0;;238.0;6350.0;34335.0;;media
SP;APARECIDA D' OESTE;municipio;52.0;;11.0;161.0;600.0;;media
SP;OOLCINOPOLIS;municipio;11.0;89.0;753.0;396.0;;;media
SP;ESTRELA;municipio;87.0;;;259.0;1508.0;;media
SP;GUARANI D' OESTE;municipio;47.0;;;199.0;818.0;;media
SP;INDIAPORÂ;municipio;250.0;;22.0;90.0;1416.0;;media
SP;JALES;municipio;310.0;;30.0;777.0;3154.0;;media
SP;MACEOONIA;municipio;34.0;;;204.0;1110.0;;media
SP;MARINOPOLIS;municipio;;;;148.0;451.0;;media
SP;MERIDIANO;municipio;21.0;;;142.0;1007.0;;media
SP;MIRA ESTRELA;municipio;20.0;;;102.0;990.0;;media
SP;PALMEIRA D'OESTE;municipio;104.0;;;516.0;1452.0;;media
SP;PARANAPUÂ;municipio;17.0;;;231.0;2094.0;;media
SP;PEDRANOPOLIS;municipio;194.0;3132.0;1328.0;;;;media
SP;POPULINA;municipio;;;;96.0;1335.0;;media
SP;RUBINEIA;municipio;22.0;;;145.0;1094.0;;media
SP;SANTA ALBERTINA;municipio;573.0;;35.0;292.0;1145.0;;media
SP;SANTA CLARA D'OESTE;municipio;11.0;;;152.0;1396.0;;media
SP;SANTA FE DO SUL;municipio;509.0;;51.0;266.0;1092.0;;media
SP;SANTANA DA PONTE PENSA;municipio;30.0;204.0;1329.0;783.0;;;media
SP;SANTA RITA O' OESTE;municipio;21.0;;;234.0;1158.0;;media
SP;SÃO FRANCISCO;municipio;38.0;;;208.0;601.0;;media
SP;SÃO JOÃO DAS DUAS PONTES;municipio;;;;108.0;484.0;;media
SP;TRES FRONTEIRAS;municipio;107.0;;14.0;506.0;2023.0;;media
SP;TURMALINA;municipio;;;;70.0;886.0;;media
SP;URANIA;municipio;298.0;;16.0;567.0;2123.0;;media
SP;ALTA ARARAQUARENSE DE VOTUPORANGA;microrregiao;261.0;;45.0;1917.0;17754.0;;media
SP;ALVARES FLORENCE;municipio;31.0;;;422.0;2544.0;;media
SP;AMERICO DE CAMPOS;municipio;24.0;;;174.0;2166.0;;media
SP;CARDOSO;municipio;105.0;;12.0;233.0;4318.0;;media
SP;COSMORAMA;municipio;16.0;;;395.0;2990.0;;media
SP;PONTES GESTAL;municipio;;;;85.0;1835.0;;media
SP;VALENTIM GENTIL;municipio;11.0;;;113.0;509.0;;media
SP;VOTUPORANGA;municipio;72.0;;;495.0;3389.0;;media
SP;DIVISOR TURVO-GRANDE;microrregiao;174.0;;14.0;842.0;26620.0;;media
SP;ALTAIR;municipio;46.0;;;57.0;2670.0;;media
SP;GUARACI;municipio;30.0;;;83.0;4115.0;;media
SP;ICEM;municipio;42.0;7320.0;3347.0;;;;media
SP;OLIMPIA;municipio;92.0;;;302.0;34617.0;;media
SP;ORINDIUVA;municipio;;;;88.0;1909.0;;media
SP;PAULO DE FARIA;municipio;;;;146.0;6638.0;;media
SP;RIOLANDIA;municipio;124.0;12167.0;;;;;media
SP;MEDIO SÃO JOSE DOS DOURADOS;microrregiao;75.0;;12.0;47.0;10257.0;;media
SP;AURIFLAMA;municipio;8.0;;;214.0;1261.0;;media
SP;GASTÃO VI OI GAL;municipio;;;;130.0;1477.0;;media
SP;GENERAL SALGADO;municipio;15.0;;;310.0;3650.0;;media
SP;GUZOLANDIA;municipio;19.0;;;99.0;579.0;;media
SP;MAGDA;municipio;;;;98.0;;;media
SP;NOVA LUZITAN(A;municipio;26.0;;;82.0;587.0;;media
SP;DIVISOR SÃO JOSE DOURADOS-TIETE;microrregiao;181.0;;2046.0;;28417.0;;media
SP;ADOLFO;municipio;;;48.0;;3468.0;;media
SP;JOSE BONIFACIO;municipio;17.0;;355.0;;8553.0;;media
SP;MACAUBAL;municipio;;;178.0;;1205.0;;media
SP;MENDONÇA;municipio;;;147.0;;931.0;;media
SP;MONÇÕES;municipio;30.0;;66.0;;593.0;;media
SP;MONTE APRAZIVEL;municipio;;;369.0;;2327.0;;media
SP;NEVES PAULISTA;municipio;;;169.0;;1568.0;;media
SP;NHANOEARA;municipio;24.0;;261.0;;2884.0;;media
SP;NIPOÃ;municipio;;;60.0;;633.0;;media
SP;PLANALTO;municipio;;;135.0;;4334.0;;media
SP;POLONI;municipio;75.0;;77.0;;508.0;;media
SP;SEBASTIANOPOLIS DO SUL;municipio;10.0;;116.0;;852.0;;media
SP;UNIÃO PAULISTA;municipio;;;;;;;media
SP;SÃO JOSE DO RIO PRETO;microrregiao;761.0;;3293.0;;28949.0;;alta
SP;BADY BASSITT;municipio;110.0;;127.0;;508.0;;alta
SP;BALSAMO;municipio;36.0;;67.0;;760.0;;alta
SP;CEDRAL;municipio;;;252.0;;1321.0;;alta
SP;GUAPIAÇU;municipio;23.0;;205.0;;1540.0;;alta
SP;IBIRA;municipio;;;131.0;;1050.0;;alta
SP;JACI;municipio;;;88.0;;668.0;;alta
SP;MIRASSOL;municipio;178.0;;225.0;;1634.0;;alta
SP;MIRASSOLANDIA;municipio;19.0;;99.0;;609.0;;alta
SP;NOVA ALIANÇA;municipio;30.0;;139.0;;1019.0;;alta
SP;NOVA GRANADA;municipio;58.0;;250.0;;3995.0;;alta
SP;ONDA VERDE;municipio;20.0;;60.0;;12.0;;alta
SP;PALESTINA;municipio;10.0;;333.0;;6539.0;;alta
SP;POTIRENDABA;municipio;;;375.0;;1765.0;;alta
SP;SÃO JOSE DO RIO PRETO;municipio;223.0;;340.0;;2269.0;;alta
SP;TANABI;municipio;40.0;;482.0;;3402.0;;alta
SP;UCHOA;municipio;;;120.0;;853.0;;alta
SP;MEDIA ARARAOUARENSE;microrregiao;65.0;;2225.0;;17575.0;;media
SP;ARIRANHA;municipio;;;69.0;;466.0;;media
SP;CAJOBI;municipio;;;86.0;;735.0;;media
SP;CATANDUVA;municipio;;;121.0;;754.0;;media
SP;CATIGUA;municipio;;;32.0;;269.0;;media
SP;IRAPUÃ;municipio;15.0;;138.0;;1420.0;;media
SP;ITAJOBI;municipio;19.0;;420.0;;2085.0;;media
SP;NOVO HORIZONTE;municipio;;;434.0;;4503.0;;media
SP;PALMARES PAULISTA;municipio;;;17.0;;124.0;;media
SP;PARAISO;municipio;;;80.0;;399.0;;media
SP;PINDORAMA;municipio;;;69.0;;453.0;;media
SP;SALES;municipio;;;74.0;;1314.0;;media
SP;SANTA ADELIA;municipio;;;136.0;;633.0;;media
SP;SEVERINIA;municipio;;;43.0;;388.0;;media
SP;TABAPUÃ;municipio;;;194.0;;2013.0;;media
SP;URUPES;municipio;;;310.0;;2011.0;;media
SP;CAMPINAS E RIBEIRÃO PRETO;mesorregiao;64322.0;;18261.0;;220671.0;;media
SP;BARRETOS;microrregiao;114.0;;878.0;;30818.0;;media
SP;BARRETOS;municipio;78.0;;389.0;;10516.0;;media
SP;COLINA;municipio;;;92.0;;1941.0;;media
SP;COLOMBIA;municipio;35.0;;85.0;;5081.0;;media
SP;GUAIRA;municipio;;;230.0;;10190.0;;media
SP;JABORANDI;municipio;82.0;12328.0;3088.0;;;;media
SP;ALTA MOGIANA;mesorregiao;288.0;;1257.0;147127.0;;;media
SP;ARAMINA;mesorregiao;41.0;755.0;371.0;;;;media
SP;BURITIZAL;mesorregiao;111.0;5506.0;2057.0;;;;media
SP;GUARA;mesorregiao;;;132.0;14705.0;;;media
SP;IGARAPAVA;mesorregiao;13.0;112.0;5936.0;2242.0;;;media
SP;IPUÃ;mesorregiao;57.0;;113.0;27768.0;;;media
SP;ITUVERAVA;mesorregiao;;;269.0;40056.0;;;media
SP;MIGUELOPOLIS;mesorregiao;;;198.0;23610.0;;;media
SP;MORRO AGUDO;mesorregiao;;;179.0;21965.0;;;media
SP;ORLANOIA;mesorregiao;36.0;;34.0;2222.0;;;media
SP;SÃO .JOAQUIM DA BARRA;mesorregiao;;;68.0;4599.0;;;media
SP;SERRA DE .JABOT I CABAL;mesorregiao;529.0;;1758.0;34356.0;;;media
SP;BEBEDOURO;mesorregiao;;;70.0;1667.0;;;media
SP;CANDIDO RODRIGUES;mesorregiao;350.0;;109.0;797.0;;;media
SP;FERNANDO PRESTES;mesorregiao;;;183.0;1017.0;;;media
SP;GUARIBA;mesorregiao;103.0;;15.0;165.0;;;media
SP;JABOT I CABAL;mesorregiao;33.0;;164.0;3468.0;;;media
SP;MONTE ALTO;mesorregiao;344.0;5144.0;757.0;;;;media
SP;MONTE AZUL PAULISTA;mesorregiao;;;51.0;653.0;;;media
SP;PI RANGI;mesorregiao;;;133.0;1125.0;;;media
SP;PITANGUEIRAS;mesorregiao;;;73.0;1791.0;;;media
SP;SANTA ERNESTINA;mesorregiao;;;;46.0;;;media
SP;TAIAÇU;mesorregiao;67.0;2927.0;828.0;;;;media
SP;TAIUVA;mesorregiao;13.0;;49.0;1547.0;;;media
SP;TAQUARITINGA;mesorregiao;10.0;;263.0;2910.0;;;media
SP;TERRA ROXA;mesorregiao;;;94.0;7760.0;;;media
SP;VIRADOURO;mesorregiao;77.0;2750.0;882.0;;;;media
SP;VISTA ALEGRE DO ALTO;mesorregiao;;;60.0;583.0;;;media
SP;RIBEIRÃO PRETO;mesorregiao;1974.0;;1069.0;42703.0;;;media
SP;BARRINHA;mesorregiao;;;14.0;340.0;;;media
SP;CRAVINHOS;mesorregiao;55.0;;68.0;4348.0;;;media
SP;DUMONT;mesorregiao;;;20.0;693.0;;;media
SP;.JARDINOPOLIS;mesorregiao;39.0;;119.0;6343.0;;;media
SP;LUIS ANTONIO;mesorregiao;246.0;;41.0;3676.0;;;media
SP;PONTAL;mesorregiao;;;;;;;media
SP;PRAOOPOLIS;mesorregiao;97.0;46.0;;;;;media
SP;RIBEIRÃO PRETO;mesorregiao;;;;;;;media
SP;SALES OLIVEIRA;mesorregiao;38.0;;102.0;5230.0;;;media
SP;SANTA RITA DO PASSA QUATRO;mesorregiao;313.0;;224.0;4929.0;;;media
SP;SANTA ROSA DE VITERBO;mesorregiao;357.0;;112.0;1548.0;;;media
SP;SÃO SIMÃO;mesorregiao;56.0;;72.0;3024.0;;;media
SP;SERRA AZUL;mesorregiao;;;24.0;569.0;;;media
SP;SERRANA;mesorregiao;;;19.0;329.0;;;media
SP;SERTÃOZINHO;mesorregiao;51.0;;47.0;2089.0;;;media
SP;ARARAOUARA;mesorregiao;16421.0;;2383.0;94156.0;;;media
SP;AMfRJCO BRASILIENSE;mesorregiao;12.0;;;904.0;;;media
SP;ARARAOUARA;mesorregiao;62.0;;248.0;5842.0;;;media
SP;BOA ESPERANÇA DO SUL;mesorregiao;3565.0;;89.0;141.0;;;media
SP;BORBOREMA;mesorregiao;302.0;9183.0;4450.0;;;;media
SP;DESCALVAOO;mesorregiao;1342.0;;181.0;16045.0;;;media
SP;DOBRADA;mesorregiao;;;18.0;468.0;;;media
SP;DOURADO;mesorregiao;3065.0;;52.0;3669.0;;;media
SP;IBATE;mesorregiao;287.0;;27.0;1049.0;;;media
SP;IBITINGA;mesorregiao;172.0;;325.0;;;;media
SP;ITAPOLIS;mesorregiao;45.0;;460.0;5981.0;;;media
SP;MATÂO;mesorregiao;;;83.0;346.0;;;media
SP;NOVA EUROPA;mesorregiao;;;;;;;media
SP;BARIRI;municipio;45.0;;260.0;7321.0;;;media
SP;BARRA BONITA;municipio;;;54.0;212.0;;;media
SP;BOCAINA;municipio;63.0;;65.0;2272.0;;;media
SP;BORACEIA;municipio;12.0;;98.0;1199.0;;;media
SP;DOIS CORREGOS;municipio;140.0;;172.0;782.0;;;media
SP;IGARAÇU DO TIETE;municipio;10.0;42.0;30.0;;;;media
SP;ITAJU;municipio;90.0;;211.0;7185.0;;;media
SP;ITAPUI;municipio;74.0;;80.0;865.0;;;media
SP;MACATUBA;municipio;11.0;;94.0;677.0;;;media
SP;MINEIROS DO TIETE;municipio;15.0;;58.0;621.0;;;media
SP;PEDERNEIRAS;municipio;77.0;;191.0;878.0;;;media
SP;RIO CLARO;microrregiao;16035.0;;1256.0;20100.0;;;alta
SP;ANALANDIA;municipio;233.0;;63.0;2124.0;;;alta
SP;BROTAS;municipio;2020.0;;223.0;4434.0;;;alta
SP;CORUMBATAI;municipio;76.0;;126.0;1642.0;;;alta
SP;IPEUNA;municipio;;;82.0;932.0;;;alta
SP;ITJRAPINA;municipio;61.0;;86.0;2389.0;;;alta
SP;RIO CLARO;municipio;580.0;;260.0;3540.0;;;alta
SP;SANTA MARIA DA SERRA;municipio;9842.0;;68.0;1037.0;;;alta
SP;SÃO PEDRO;municipio;2699.0;;136.0;1276.0;;;alta
SP;TORRINHA;municipio;518.0;;212.0;2723.0;;;alta
SP;CAMPINAS;microrregiao;19982.0;;2063.0;37015.0;;;alta
SP;AMERICANA;municipio;18.0;;19.0;708.0;;;alta
SP;ARARAS;municipio;350.0;;140.0;2995.0;;;alta
SP;ARTUR NOGUEIRA;municipio;1523.0;;301.0;4466.0;;;alta
SP;CAMPINAS;municipio;2378.0;;143.0;4048.0;;;alta
SP;CONCHAL;municipio;1959.0;;142.0;1589.0;;;alta
SP;CORDEIROPOLIS;municipio;11.0;;41.0;747.0;;;alta
SP;COSMOPOL IS;municipio;83.0;;78.0;1313.0;;;alta
