_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
PR;CURIUVA;municipio;;221.0;1244.0;11744.0;219.0;;;baixa
PR;FIGUEIRA;municipio;;184.0;256.0;2013.0;73.0;;;baixa
PR;GUAPIRAMA;municipio;;91.0;269.0;4028.0;19.0;;;baixa
PR;IBAITI;municipio;;921.0;1501.0;17269.0;139.0;;;baixa
PR;JABOTI;municipio;;165.0;488.0;3575.0;16.0;;;baixa
PR;JAPIRA;municipio;;282.0;443.0;4111.0;52.0;;;baixa
PR;JOAQUIM TAVORA;municipio;;319.0;853.0;650.0;21.0;;;baixa
PR;PINHALÃO;municipio;;382.0;;;;;;baixa
PR;QUATIGUA;municipio;;124.0;251.0;1835.0;31.0;;;baixa
PR;SAL TO DO ITARARE;municipio;;572.0;1008.0;7403.0;80.0;;;baixa
PR;SANTANA DO ITARARE;municipio;;197.0;955.0;10249.0;38.0;;;baixa
PR;SÃO JOSE DA BOA VISTA;municipio;;671.0;1544.0;18816.0;107.0;;;baixa
PR;SAPOPEMA;municipio;;168.0;953.0;8251.0;112.0;;;baixa
PR;SIQUEIRA CAMPOS;municipio;;892.0;1363.0;7349.0;96.0;;;baixa
PR;TOMAZINA;municipio;;1278.0;2126.0;14878.0;187.0;;;baixa
PR;VENCESLAU BRAZ;municipio;;376.0;1730.0;16737.0;104.0;;;baixa
PR;MEDI O IGUAÇU;municipio;;1473.0;10937.0;152949.0;4111.0;;;baixa
PR;BITURUNA;municipio;;187.0;892.0;8704.0;631.0;;;baixa
PR;CLEVELANDIA;municipio;;52.0;952.0;19420.0;46.0;;;baixa
PR;CRUZ MACHADO;municipio;;214.0;2478.0;19216.0;1832.0;;;baixa
PR;GENERAL CARNEIRO;municipio;;19.0;390.0;3841.0;222.0;;;baixa
PR;MANGUEIRINHA;municipio;;258.0;2480.0;56905.0;61.0;;;baixa
PR;PALMAS;municipio;;122.0;982.0;16133.0;236.0;;;baixa
PR;PAULA FREITAS;municipio;;14.0;655.0;8335.0;192.0;;;baixa
PR;PAULO FRONTIN;municipio;;463.0;1085.0;11038.0;312.0;;;baixa
PR;PORTO VITORIA;municipio;;22.0;338.0;2864.0;193.0;;;baixa
PR;UNIÃO DA VITORIA;municipio;;122.0;685.0;6490.0;386.0;;;baixa
PR;LAVOURAS PASTAGENS MATAS E FLORESTAS;mesorregiao;;;;;;;;baixa
PR;TEMPORARIAS DE;mesorregiao;;;;;;;;baixa
PR;EM DESCANSO ORDEM;mesorregiao;;;;;;;;baixa
PR;MANTES MANTES MANTES MANTES MANTES;municipio;;;;;;;;baixa
PR;OESTE PARANAENSE;microrregiao;;;71633.0;210745.0;;2930947.0;28199.0;baixa
PR;ALTO IVAI;municipio;;;1516.0;15966.0;;140321.0;4063.0;baixa
PR;CAMPO MOURÃO;municipio;;;32278.0;28850.0;;561342.0;946.0;baixa
PR;ENGENHEIRO BELTRÃO;mesorregiao;;;3209.0;1031.0;;27591.0;19.0;baixa
PR;PITANGA;municipio;;;1629.0;19239.0;;188893.0;4150.0;baixa
PR;EXTREMO OESTE PARANAENSE;municipio;;;22948.0;66874.0;;1066558.0;3040.0;baixa
PR;NOVA AURORA;municipio;;391.0;1718.0;31834.0;120.0;;;baixa
PR;NOVA SANTA ROSA;municipio;;521.0;1261.0;14505.0;;;;baixa
PR;PALOTINA;municipio;;1912.0;2911.0;70330.0;19.0;;;baixa
PR;SANTA HELENA;municipio;;1984.0;3094.0;37735.0;51.0;;;baixa
PR;SANTA TEREZINHA DE ITAIPU;municipio;;92.0;616.0;14869.0;109.0;;;baixa
PR;SÃO MIGUEL DO IGUAÇU;municipio;;813.0;2873.0;54287.0;54.0;;;baixa
PR;TERRA ROXA;municipio;;1028.0;2094.0;42698.0;39.0;;;baixa
PR;TOLEDO;municipio;;2554.0;5749.0;118735.0;110.0;;;baixa
PR;TRES BARRAS DO PARANA;municipio;;1099.0;2551.0;22425.0;413.0;;;baixa
PR;TUPÂSSI;municipio;;446.0;1227.0;21640.0;;;;baixa
PR;VERA CRUZ DO OESTE;municipio;;70.0;1013.0;17283.0;29.0;;;baixa
PR;SUDOESTE PARANAENSE;microrregiao;;30048.0;56525.0;617162.0;10092.0;;;alta
PR;AMPERE;municipio;;1456.0;1811.0;17983.0;214.0;;;alta
PR;BARRACÃO;municipio;;1285.0;2306.0;19711.0;418.0;;;alta
PR;CAPANEMA;municipio;;2229.0;2994.0;25060.0;157.0;;;alta
PR;CHOPINZINHO;municipio;;1097.0;4252.0;48836.0;864.0;;;alta
PR;CORONEL VIVIDA;municipio;;995.0;2808.0;38522.0;384.0;;;alta
PR;DOIS VIZINHOS;municipio;;3012.0;4010.0;39728.0;761.0;;;alta
PR;ENEAS MARQUES;municipio;;1262.0;2041.0;18394.0;722.0;;;alta
PR;FRANCISCO BELTRÃO;municipio;;1896.0;3163.0;36317.0;1098.0;;;alta
PR;ITAPEJARA Di OESTE;municipio;;321.0;311.0;16441.0;266.0;;;alta
PR;MARIOPOLIS;municipio;;224.0;646.0;13161.0;144.0;;;alta
PR;MARMELEIRO;municipio;;889.0;1895.0;24069.0;287.0;;;alta
PR;NOVA PRATA Do IGUAÇU;municipio;;1274.0;2200.0;18540.0;337.0;;;alta
PR;PATO BRANCO;municipio;;706.0;2416.0;42084.0;206.0;;;alta
PR;PEROLA D' OESTE;municipio;;1748.0;2334.0;19534.0;418.0;;;alta
PR;PLANALTO;municipio;;1664.0;2580.0;20035.0;130.0;;;alta
PR;PRANCHITA;municipio;;921.0;1210.0;17084.0;229.0;;;alta
PR;REALEZA;municipio;;980.0;1738.0;19268.0;122.0;;;alta
PR;RENASCENÇA;municipio;;336.0;825.0;22347.0;174.0;;;alta
PR;SALGADO FILHO;municipio;;1138.0;2545.0;20028.0;824.0;;;alta
PR;SAL TO DO LONTRA;municipio;;1148.0;2365.0;20782.0;459.0;;;alta
PR;SANTA IZABEL DO OESTE;municipio;;1098.0;1893.0;19755.0;241.0;;;alta
PR;SANTO ANTONIO;municipio;;2004.0;2701.0;25927.0;595.0;;;alta
PR;SÃO JOÃO;municipio;;1104.0;2098.0;22655.0;267.0;;;alta
PR;SÃO JORGE D' OESTE;municipio;;891.0;1789.0;13960.0;284.0;;;alta
PR;VERE;municipio;;324.0;1769.0;20485.0;428.0;;;alta
PR;VITORINO;municipio;;46.0;825.0;16443.0;63.0;;;alta
PR;CAMPOS DE GUARAPUAVA;microrregiao;;3034.0;23291.0;356669.0;5908.0;;;baixa
PR;CANTAGALO;municipio;;241.0;3494.0;43823.0;1004.0;;;baixa
PR;GUARAPUAVA;municipio;5971.0;435419.0;2129.0;5579.0;125428.0;1340.0;;baixa
PR;INACIO MARTINS;municipio;;24.0;568.0;4660.0;240.0;;;baixa
PR;LARANJEIRAS DO SUL;municipio;;1446.0;6310.0;85375.0;1390.0;;;baixa
PR;PINHÃO;municipio;;35.0;3261.0;48288.0;1027.0;;;baixa
PR;QUEDAS DO IGUAÇU;municipio;;707.0;2677.0;36654.0;511.0;;;baixa
PR;TURVO;municipio;;49.0;1402.0;12438.0;396.0;;;baixa
PR;NORTE PARANAENSE;mesorregiao;;65405.0;95238.0;1495596.0;3509.0;;;baixa
PR;NORTE VELHO DE JACAREZINHO;microrregiao;;6266.0;12826.0;271332.0;350.0;;;baixa
PR;ABATIA;municipio;;508.0;839.0;9284.0;;;;baixa
PR;ANDIRA;municipio;;228.0;538.0;18090.0;21.0;;;baixa
PR;BANDEIRANTES;municipio;;741.0;1642.0;26605.0;27.0;;;baixa
PR;BARRA DO JACARE;municipio;;271.0;478.0;7651.0;;;;baixa
PR;CAMBARA;municipio;;432.0;859.0;24345.0;13.0;;;baixa
PR;AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA INFOR- AREA;mesorregiao;;;;;;;;baixa
PR;TOTAi;total;;;;;;;;baixa
PR;NUMERO MESORREGI ÔES, MICRORREGIÔES;mesorregiao;;;;;;;;baixa
PR;IBIPORÀ;microrregiao;231.0;868.0;420.0;3578.0;713.0;14206.0;14.0;baixa
PR;NORTE NOVO DE MARINGA;microrregiao;;3355.0;8084.0;197981.0;162.0;;;baixa
PR;ATALAIA;municipio;;157.0;332.0;5647.0;11.0;;;baixa
PR;DOUTOR CAMARGO;municipio;;234.0;663.0;7757.0;;;;baixa
PR;FLORAI;municipio;;190.0;324.0;9917.0;;;;baixa
PR;FLORESTA;municipio;;68.0;393.0;12892.0;;;;baixa
PR;ITAMBE;municipio;;31.0;388.0;17143.0;;;;baixa
PR;IVATUBA;municipio;;84.0;204.0;7715.0;;;;baixa
PR;MANDAGUAÇU;municipio;;339.0;436.0;11785.0;26.0;;;baixa
PR;MANDAGUAR I;municipio;;595.0;767.0;8139.0;22.0;;;baixa
PR;MARIALVA;municipio;;334.0;1079.0;28026.0;21.0;;;baixa
PR;MARINGA;municipio;;510.0;174.0;25447.0;32.0;;;baixa
PR;OURIZONA;municipio;;130.0;333.0;11126.0;12.0;;;baixa
PR;PAICANDU;municipio;;93.0;572.0;11907.0;;;;baixa
PR;SÂO CARLOS DO IVA(;municipio;;165.0;364.0;8255.0;;;;baixa
PR;SÂO JORGE DO IVAI;municipio;;208.0;657.0;24432.0;;;;baixa
PR;SARAND I;municipio;;93.0;286.0;6263.0;;;;baixa
PR;UNIFLOR;municipio;;124.0;112.0;1524.0;;;;baixa
PR;NORTE NOVISSIMO DE PARANAVAI;microrregiao;;10101.0;7716.0;113907.0;339.0;;;baixa
PR;ALTO PARANA;municipio;;538.0;498.0;5758.0;28.0;;;baixa
PR;AMAPORÂ;municipio;;92.0;217.0;4974.0;;;;baixa
PR;CRUZEIRO DO SUL;municipio;;224.0;178.0;4680.0;12.0;;;baixa
PR;DIAMANTE DO NORTE;municipio;;379.0;108.0;669.0;;;;baixa
PR;GUAIRAÇA;municipio;;295.0;185.0;3562.0;13.0;;;baixa
PR;INAJA;municipio;;99.0;81.0;1607.0;;;;baixa
PR;ITAUNA DO SUL;municipio;;363.0;76.0;691.0;;;;baixa
PR;JARDIM OLINDA;municipio;;;30.0;901.0;;;;baixa
PR;LOANDA;municipio;;724.0;322.0;3105.0;23.0;;;baixa
PR;MARILENA;mesorregiao;;640.0;190.0;1944.0;;;;baixa
PR;MIRADOR;municipio;;91.0;190.0;3767.0;;;;baixa
PR;NOVA ALIANÇA DO (VAI;municipio;;84.0;87.0;1227.0;;;;baixa
PR;NOVA ESPERANÇA;municipio;;953.0;567.0;7097.0;18.0;;;baixa
PR;NOVA LONDRINA;municipio;;226.0;211.0;3393.0;;;;baixa
PR;PARAISO DO NORTE;municipio;;176.0;412.0;6480.0;;;;baixa
PR;PARANACITV;municipio;;178.0;288.0;;;;;baixa
PR;PARANAPOEMA;municipio;;29.0;86.0;6608.0;;;;baixa
PR;PARANAVAI;municipio;;821.0;952.0;9293.0;35.0;;;baixa
PR;PLANALTINA DO PARANA;municipio;;186.0;263.0;2898.0;;;;baixa
PR;PORTO RICO;municipio;;281.0;100.0;701.0;15.0;;;baixa
PR;PRESIDENTE CASTELO BRANCO;municipio;;182.0;99.0;5008.0;;;;baixa
PR;QUERENCIA DO NORTE;municipio;;339.0;686.0;12433.0;18.0;;;baixa
PR;SANTA CRUZ DE MONTE CASTELO;municipio;;451.0;309.0;4364.0;10.0;;;baixa
PR;SANTA ISABEL DO (VAI;municipio;;960.0;437.0;4947.0;36.0;;;baixa
PR;SANTO ANTONIO DO CAIUA;municipio;;140.0;130.0;1799.0;12.0;;;baixa
PR;SÂO JOÃO DO CAIUA;municipio;;131.0;174.0;2412.0;;;;baixa
PR;SÃO PEDRO;municipio;;395.0;110.0;1172.0;23.0;;;baixa
PR;TAMBOARA;municipio;;331.0;352.0;3791.0;;;;baixa
PR;TERRA RICA;municipio;;788.0;378.0;2798.0;26.0;;;baixa
PR;NORTE NOVO DE APUCARANA;microrregiao;;11126.0;26606.0;256578.0;1046.0;;;baixa
PR;APUCARANA;municipio;;1050.0;1467.0;17525.0;77.0;;;baixa
PR;BOM SUCESSO;municipio;;285.0;372.0;10784.0;2.0;;;baixa
PR;BORRAZOPOLIS;municipio;;683.0;1332.0;12609.0;15.0;;;baixa
PR;CALIFORNIA;municipio;;451.0;689.0;4796.0;22.0;;;baixa
PR;CAMBIRA;municipio;;740.0;22.0;10648.0;27.0;;;baixa
PR;FAXINAL;municipio;;457.0;1909.0;25708.0;134.0;;;baixa
PR;DE E TEMPORARI AS;mesorregiao;;;;;;;;baixa
PR;GRANDES RIOS;municipio;97631.0;;4849.0;3412.0;;20259.0;268.0;baixa
PR;IVAIPORÂ;municipio;82069.0;;4136.0;5581.0;;37316.0;180.0;baixa
PR;JANDAIA DO SUL;municipio;17480.0;;2273.0;661.0;;5826.0;27.0;baixa
PR;JARDIM ALEGRE;municipio;52711.0;;5135.0;2286.0;;16375.0;62.0;baixa
PR;KALORE;municipio;17480.0;;676.0;914.0;;10036.0;14.0;baixa
PR;LUNARDELLI;municipio;19126.0;;2521.0;958.0;;6853.0;26.0;baixa
PR;MARILANDIA DO SUL;municipio;53570.0;;835.0;1470.0;;21358.0;145.0;baixa
PR;MARUMBI;municipio;19539.0;;1280.0;374.0;;5497.0;;baixa
PR;RIO BOM;municipio;17599.0;;487.0;625.0;;4747.0;;baixa
PR;SÃO JOÃO DO IVAI;municipio;43767.0;;1513.0;3060.0;;25057.0;23.0;baixa
PR;SÃO PEDRO;municipio;34431.0;;842.0;474.0;;21176.0;12.0;baixa
PR;NORTE NOVISSIMO DE UMUARAMA;microrregiao;1290556.0;;156865.0;18320.0;;172532.0;936.0;media
PR;ALTONIA;municipio;48161.0;;17454.0;341.0;;3286.0;62.0;media
PR;ALTO PIQUIRl;municipio;70013.0;;1609.0;1084.0;;20833.0;31.0;media
PR;CIANDRTE;municipio;89198.0;;11952.0;1425.0;;15714.0;110.0;media
PR;CIDADE GAUCHA;municipio;37570.0;;1332.0;270.0;;5107.0;;media
PR;CRUZEIRO DO OESTE;municipio;73066.0;;6614.0;784.0;;9708.0;71.0;media
PR;DOURAOINA;municipio;40773.0;;5750.0;397.0;;2458.0;11.0;media
PR;FRANCISCO ALVES;municipio;28400.0;;1946.0;1006.0;;7333.0;23.0;media
PR;GUAPDREMA;municipio;19406.0;;510.0;190.0;;2930.0;;media
PR;ICARAIMA;municipio;63252.0;;5392.0;738.0;;3592.0;51.0;media
PR;INDlANOPOLlS;municipio;910.0;711.0;366.0;2524.0;26.0;;;media
PR;IPORÃ;municipio;91690.0;;9889.0;1669.0;;11030.0;49.0;media
PR;JAPURA;municipio;15207.0;;5835.0;424.0;;4704.0;13.0;media
PR;JUSSARA;municipio;20836.0;;722.0;486.0;;13692.0;;media
PR;MARIA HELENA;municipio;47184.0;;5354.0;547.0;;3676.0;32.0;media
PR;NOVA OLIMPIA;municipio;13493.0;;1366.0;165.0;;806.0;;media
PR;PERO LA;municipio;36673.0;;11429.0;625.0;;1301.0;30.0;media
PR;RONDON;municipio;50759.0;;4335.0;494.0;;6194.0;12.0;media
PR;SÃO JORGE DO PATROCINIO;municipio;17481.0;;9457.0;411.0;;487.0;17.0;media
PR;SÃO TOME;municipio;13967.0;;4674.0;246.0;;3178.0;28.0;media
PR;TAPE JARA;municipio;60497.0;;4549.0;443.0;;5353.0;18.0;media
PR;TAPIRA;municipio;;;;;;;;media
PR;TERRA BOA;municipio;30632.0;;5537.0;585.0;;12894.0;58.0;media
PR;TUNEIRAS;municipio;58647.0;;2241.0;1157.0;;10898.0;60.0;media
PR;UMUARAMA;municipio;265168.0;;23676.0;2134.0;;18319.0;147.0;media
PR;XAMBRE;municipio;35188.0;;5334.0;472.0;;2446.0;;media
PR;i) INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;baixa
PR;MANTES MANTES MANTES MANTES MANTES;microrregiao;;;;;;;;baixa
RJ;TOTAIS;total;91280.0;3264150.0;40379.0;153974.0;69100.0;470725.0;10296.0;media
RJ;NORTE FLUMINENSE;mesorregiao;34269.0;1235279.0;7012.0;29275.0;28204.0;285544.0;2030.0;alta
RJ;ITAPERUNA;microrregiao;5255.0;274760.0;2376.0;15368.0;3997.0;34474.0;349.0;alta
RJ;BOM .JESUS;municipio;932.0;60092.0;397.0;2960.0;684.0;79731.0;33.0;media
RJ;ITAPERUNA;municipio;732.0;106390.0;147.0;1537.0;1405.0;13577.0;105.0;media
RJ;LAJE;municipio;458.0;23283.0;83.0;308.0;424.0;4709.0;32.0;media
RJ;NATIVIDADE;municipio;1094.0;56871.0;674.0;6584.0;762.0;5642.0;70.0;media
RJ;PORCIUNCULA;municipio;8.0;1039.0;28122.0;775.0;722.0;2571.0;109.0;media
RJ;MIRACEMA;microrregiao;6864.0;167923.0;1050.0;1606.0;5799.0;19992.0;321.0;alta
RJ;CAMBUCI;municipio;1628.0;75974.0;183.0;560.0;1405.0;9420.0;155.0;alta
RJ;MIRACEMA;municipio;1423.0;29885.0;203.0;406.0;1199.0;3926.0;52.0;alta
RJ;SANTO ANTONIO DE PADUA;municipio;3813.0;62064.0;664.0;639.0;3195.0;6645.0;114.0;alta
RJ;AÇUCARE IRA DE CAMPOS;microrregiao;22150.0;792595.0;3586.0;12301.0;18408.0;231077.0;1360.0;alta
RJ;CAMPOS;municipio;11242.0;364058.0;1437.0;3254.0;9454.0;138204.0;593.0;alta
RJ;CONCEIÇÃO DE MACABU;municipio;309.0;35620.0;101.0;499.0;172.0;5930.0;24.0;alta
RJ;MACAE;municipio;2073.0;180112.0;718.0;4852.0;1450.0;26773.0;376.0;alta
RJ;SÃO FIDELIS;municipio;2578.0;92428.0;945.0;2778.0;2141.0;18300.0;171.0;alta
RJ;SÃO JOÃO DA BARRA s;municipio;5948.0;120374.0;385.0;916.0;5191.0;41867.0;196.0;alta
RJ;CENTRO-LESTE FLUMINENSE;mesorregiao;27388.0;958828.0;12302.0;62543.0;20232.0;107421.0;3884.0;media
RJ;CANTAGALO;microrregiao;5686.0;200777.0;973.0;3007.0;4809.0;24413.0;390.0;alta
RJ;CANTAGALO;municipio;920.0;67005.0;162.0;786.0;697.0;5613.0;58.0;alta
RJ;CARMO;municipio;535.0;32234.0;184.0;353.0;424.0;3228.0;29.0;alta
RJ;DUAS BARRAS;municipio;567.0;30575.0;227.0;1168.0;459.0;2427.0;48.0;alta
RJ;ITAOCARA;municipio;2225.0;39827.0;150.0;106.0;1938.0;8594.0;15.0;alta
RJ;SUMIDOURO;municipio;1439.0;31134.0;250.0;592.0;1291.0;4548.0;240.0;alta
RJ;CORDEIRO;microrregiao;4765.0;219737.0;;9621.0;3674.0;18718.0;828.0;alta
RJ;BOM JARDIM;municipio;1252.0;35774.0;761.0;3126.0;1082.0;4460.0;361.0;alta
RJ;CORDEIRO;municipio;192.0;17180.0;49.0;151.0;161.0;1834.0;43.0;alta
RJ;SANTA MARIA MADALENA;municipio;1207.0;73725.0;691.0;3171.0;776.0;4077.0;139.0;alta
RJ;SÃO SEBASTIÃO DO ALTO;municipio;748.0;36987.0;70.0;178.0;591.0;4450.0;45.0;alta
RJ;TRAJANO DE MORAIS;municipio;1366.0;56069.0;907.0;2993.0;1064.0;3893.0;240.0;alta
RJ;SERRANA FLUMINENSE;microrregiao;7166.0;181635.0;1739.0;6610.0;6271.0;38681.0;1316.0;media
RJ;NOVA FRIBURGO;municipio;844.0;56736.0;1074.0;2466.0;2468.0;8207.0;938.0;media
RJ;PETROPOLIS;municipio;428.0;92092.0;453.0;3561.0;2059.0;25056.0;189.0;media
RJ;TERESOPOLIS;municipio;1894.0;32807.0;212.0;582.0;1744.0;5418.0;189.0;media
RJ;BACIAS DO SÃO JOÃO E MACA CU;microrregiao;4784.0;252832.0;3040.0;23007.0;881.0;15329.0;572.0;media
RJ;CACHOEIRAS DE MACA CU;municipio;1941.0;67361.0;972.0;5958.0;1260.0;4888.0;258.0;media
RJ;CASIMIRO DE ABREU;municipio;400.0;55338.0;243.0;2339.0;251.0;5329.0;62.0;media
RJ;RIO BONITO;municipio;1138.0;42759.0;910.0;9021.0;574.0;1370.0;187.0;media
RJ;SILVA JARDIM;municipio;1305.0;87373.0;885.0;5687.0;796.0;3740.0;65.0;media
RJ;PERIFERIA DO GRANDE RIO;microrregiao;7171.0;4875.0;23105.0;9758.0;1294.0;;;media
RJ;TRES RIOS;municipio;157951.0;;3182.0;1450.0;;;;media
RJ;VASSOURAS E;municipio;213.0;1520.0;5887.0;2142.0;;;;media
RJ;BAIA DA ILHA GRANDE;municipio;2625.0;841130.0;14035.0;6217.0;;;;media
RJ;VAI E;microrregiao;3689.0;383002.0;2105.0;5383.0;32011.0;30075.0;;media
RJ;VAI E DO F'ARAIBA FLUMINENSE;municipio;3689.0;383002.0;2105.0;6383.0;3207.0;30075.0;;media
RJ;"GRA""IDE RIO DE JANEIRO";microrregiao;231166.0;14085.0;33666.0;;;2523.0;;media
RJ;FLUMINENSE DO ORANOf AJO;municipio;14823.0;207.0;11221.0;29863.0;14772.0;;;media
RO;TOTAIS;total;80615.0;6032647.0;42838.0;215465.0;64009.0;315079.0;12040.0;alta
RO;PORTO VELHO;microrregiao;15245.0;1550802.0;;17874.0;11708.0;;;alta
RO;PORTO VELHO;municipio;15245.0;1550802.0;5910.0;17874.0;11708.0;45440.0;;alta
RO;LESTE DE RONDONIA;microrregiao;65370.0;4481844.0;36928.0;197591.0;52301.0;269639.0;8878.0;alta
RO;JI-PARANA;municipio;52520.0;2853036.0;32913.0;181351.0;41327.0;198356.0;7299.0;alta
RO;VILHENA;municipio;6063.0;;2300.0;975.0;4514.0;34830.0;890.0;alta
RO;COLORADO DO OESTE;municipio;6787.0;525365.0;1715.0;264.0;6460.0;36452.0;689.0;alta
RR;TOTAIS;total;6389.0;2149537.0;2779.0;4657.0;4996.0;23173.0;3056.0;alta
RR;RORAIMA;microrregiao;6389.0;2149537.0;2779.0;4657.0;4996.0;23173.0;3056.0;alta
RR;RORAIMA;municipio;6389.0;2149537.0;2779.0;4657.0;4996.0;23173.0;3056.0;alta
RR;(l) I NCLUS I VE TERRAS I NAPROVE IT AVE I S;mesorregiao;;;;;;;;alta
RS;TOTAIS;total;497172.0;23821695.0;278193.0;183784.0;456515.0;6408301.0;82282.0;baixa
RS;PORTO ALEGRE;mesorregiao;9613.0;439923.0;5842.0;5707.0;8216.0;70558.0;600.0;alta
RS;PORTO ALEGRE;microrregiao;9613.0;439923.0;5842.0;5707.0;8216.0;70558.0;600.0;alta
RS;ALVORADA;municipio;67.0;3479.0;;;53.0;870.0;;baixa
RS;BARRA DO RIBE IRO;municipio;629.0;71050.0;303.0;343.0;553.0;10461.0;104.0;baixa
RS;CACHO E IR I NHA;municipio;38.0;1897.0;15.0;49.0;35.0;358.0;;baixa
RS;CAMPO BOM;municipio;99.0;61.0;91.0;79.0;347.0;;;baixa
RS;CANOAS;municipio;461.0;17375.0;178.0;113.0;326.0;3243.0;46.0;baixa
RS;ESTANCIA VELHA;municipio;232.0;2986.0;130.0;136.0;150.0;343.0;45.0;baixa
RS;ESTEIO;municipio;14.0;865.0;;;13.0;1508.0;;baixa
RS;GRAVATAI;municipio;2082.0;58723.0;391.0;1063.0;1922.0;9101.0;166.0;baixa
RS;GUAIBA;municipio;206.0;108639.0;513.0;556.0;1027.0;15824.0;378.0;baixa
RS;NOVO HAMBURGO;municipio;597.0;12134.0;480.0;475.0;540.0;2524.0;157.0;baixa
RS;PORTÃO;municipio;569.0;13510.0;433.0;768.0;393.0;1136.0;99.0;baixa
RS;PORTO ALEGRE;municipio;757.0;14377.0;426.0;850.0;619.0;2553.0;94.0;baixa
RS;SÂO LEOPOLDO;municipio;142.0;3461.0;76.0;147.0;118.0;401.0;36.0;baixa
RS;SAPIRANGA;municipio;631.0;13354.0;386.0;270.0;556.0;2216.0;229.0;baixa
RS;SAPUCAIA;municipio;82.0;1476.0;46.0;30.0;69.0;202.0;;baixa
RS;VIAMÃO;municipio;2007.0;113575.0;395.0;800.0;1761.0;20663.0;223.0;baixa
RS;ENCOSTA PLANALTO MERIOI DNAL;mesorregiao;;1203459.0;56190.0;31923.0;;;530.0;baixa
RS;COLONIAL ENCOSTA DA SERRA GERAL;microrregiao;22945.0;341671.0;16259.0;16478.0;20167.0;73207.0;6857.0;baixa
RS;BOM PRINCIPIO;municipio;395.0;15511.0;253.0;1122.0;1386.0;5964.0;474.0;baixa
RS;CANELA;municipio;451.0;16691.0;262.0;359.0;323.0;857.0;133.0;baixa
RS;DOIS IRMÃOS;municipio;1567.0;21445.0;1155.0;523.0;6170.0;1058.0;;baixa
RS;FELIZ;municipio;787.0;19061.0;350.0;895.0;747.0;5886.0;706.0;baixa
RS;GRAMADO;municipio;874.0;16211.0;417.0;445.0;758.0;2560.0;164.0;baixa
RS;IGREJINHA;municipio;559.0;9184.0;460.0;215.0;530.0;1652.0;233.0;baixa
RS;IVOTI;municipio;209.0;11844.0;613.0;544.0;909.0;2763.0;451.0;baixa
RS;MONTENEGRO;municipio;3982.0;59390.0;2723.0;6369.0;3049.0;11981.0;466.0;baixa
RS;NOVA PETROPOLI S;municipio;2025.0;27427.0;1437.0;962.0;1936.0;7710.0;592.0;baixa
RS;PAROBE;municipio;404.0;7929.0;306.0;250.0;343.0;1024.0;105.0;baixa
RS;ROLANTE;municipio;2044.0;39965.0;1116.0;836.0;1601.0;4760.0;776.0;baixa
RS;SÃO SEBASTIÃO;municipio;1766.0;26542.0;1290.0;1744.0;477.0;5077.0;398.0;baixa
RS;TAOUA,RA;municipio;1844.0;31464.0;1479.0;809.0;666.0;5110.0;404.0;baixa
RS;TRES COROAS;municipio;826.0;10477.0;559.0;346.0;767.0;1991.0;300.0;baixa
RS;COLONIAL DO BAIXO TAQUARI;microrregiao;344.0;280955.0;19030.0;8350.0;20648.0;19113.0;4313.0;baixa
RS;ARROIO;municipio;2957.0;34394.0;2749.0;173.0;2895.0;15428.0;525.0;baixa
RS;BOM RETIRO DO SUL;municipio;147.0;15424.0;736.0;370.0;9.0;4698.0;64.0;baixa
RS;CRUZEIRO;municipio;362.0;13686.0;1218.0;523.0;1334.0;8123.0;69.0;baixa
RS;ENCANTADO;municipio;1961.0;29101.0;1771.0;1485.0;1850.0;11343.0;484.0;baixa
RS;ESTRELA;municipio;2445.0;2237.0;490.0;2379.0;14890.0;227.0;;baixa
RS;LAJEADO;municipio;6274.0;85343.0;5486.0;1709.0;6212.0;34264.0;1333.0;baixa
RS;MUÇUM;municipio;905.0;17954.0;673.0;958.0;867.0;6654.0;334.0;baixa
RS;ROCA SALES;municipio;1414.0;18382.0;337.0;539.0;397.0;366.0;;baixa
RS;TEUTONIA;municipio;1656.0;19008.0;1499.0;234.0;1605.0;9250.0;333.0;baixa
RS;TOTAL;total;;;;;;;;baixa
RS;DE E TEMPORARIAS;microrregiao;;;;;;;;baixa
RS;O ROEM MUNICJPIOS EM DESCANSO;mesorregiao;;;;;;;;baixa
RS;SOBRADINHO;microrregiao;76605.0;;445.0;3890.0;27016.0;1714.0;;baixa
RS;LESTE RIO-GRANDENSE;municipio;6262927.0;;34753.0;84758.0;1100855.0;16091.0;;baixa
RS;NUMERO MESORREGI ÕES, MICRORREGIÔES;mesorregiao;;;;;;;;baixa
RS;CAXIAS DO SUL;municipio;394772.0;;;38916.0;16362.0;;55453.0;baixa
RS;PLANALTO MEA IO. RIO QRANOE DO SUL;municipio;7019860.0;;;60491.0;231758.0;;3299451.0;baixa
RS;a zss;microrregiao;4637.0;1011.0;961.0;1760.0;652.0;706.0;115.0;baixa
RS;NUMERO MESORREGI ÕES, MICRORREGI ÕES;mesorregiao;;;;;;;;baixa
