_uf;_label;_level;estab_total;inform_forca_total;inform_animal;inform_mecanica;inform_propria;inform_alugada;inform_outra_sem_decl;confianca
PR;RONDON;mesorregiao;;899.0;606.0;;503.0;319.0;474.0;media
PR;SÂO JORGE DD PATROCINIO;mesorregiao;;1411.0;412.0;;388.0;86.0;361.0;media
PR;SÂO TOME;mesorregiao;;525.0;313.0;;185.0;220.0;220.0;media
PR;TAPEJARA;mesorregiao;;842.0;473.0;;307.0;315.0;326.0;media
PR;TAP IRA;mesorregiao;1537.0;844.0;803.0;279.0;694.0;77.0;253.0;media
PR;TERRA BOA;mesorregiao;;958.0;660.0;;322.0;483.0;396.0;media
PR;TUNEIRAS DO OESTE;mesorregiao;;1706.0;1095.0;;976.0;685.0;772.0;media
PR;UMUARAMA;mesorregiao;;5644.0;2197.0;;1718.0;924.0;1770.0;media
PR;XAMBRE;mesorregiao;;1481.0;475.0;;372.0;185.0;385.0;media
RO;TOTAIS;total;80615.0;2491.0;1788.0;1032.0;1925.0;407.0;612.0;alta
RO;PORTO VELHO;mesorregiao;15245.0;188.0;96.0;130.0;146.0;34.0;39.0;alta
RO;PORTO VELHO;microrregiao;15245.0;188.0;96.0;130.0;146.0;34.0;39.0;alta
RO;COSTA MARQUES;municipio;4509.0;49.0;39.0;27.0;40.0;16.0;10.0;alta
RO;GUAJARA-MIRIM;municipio;1721.0;16.0;;13.0;12.0;;;alta
RO;PORTO VELHO;municipio;9015.0;123.0;50.0;90.0;94.0;16.0;26.0;alta
RO;LESTE DE RONDONIA;mesorregiao;65370.0;2303.0;1692.0;902.0;1779.0;373.0;573.0;alta
RO;Jl-PARANA;microrregiao;52520.0;1471.0;1161.0;447.0;1161.0;146.0;392.0;alta
RO;ARIQUEMES;municipio;10598.0;184.0;127.0;70.0;148.0;22.0;41.0;alta
RO;CACOAL;municipio;8069.0;169.0;126.0;64.0;141.0;11.0;48.0;alta
RO;JARU;municipio;5800.0;180.0;131.0;62.0;127.0;28.0;60.0;alta
RO;JI-PARANA;municipio;5294.0;314.0;262.0;72.0;245.0;35.0;50.0;alta
RO;OURO PRETO DO OESTE;municipio;9175.0;193.0;132.0;82.0;133.0;13.0;99.0;alta
RO;PRESIDENTE MEDICI;municipio;7235.0;172.0;144.0;42.0;147.0;13.0;29.0;alta
RO;ROLIM DE MOURA;municipio;6349.0;259.0;239.0;55.0;220.0;24.0;65.0;alta
RO;VILHENA;microrregiao;6063.0;280.0;130.0;195.0;242.0;48.0;50.0;alta
RO;ESPIGÃO D' OESTE;municipio;1837.0;62.0;34.0;35.0;56.0;;16.0;alta
RO;PIMENTA BUENO;municipio;3646.0;82.0;40.0;60.0;71.0;;17.0;alta
RO;VILHENA;municipio;580.0;136.0;56.0;100.0;115.0;14.0;17.0;alta
RO;COLORADO DO OESTE;microrregiao;6787.0;552.0;401.0;260.0;376.0;179.0;131.0;alta
RO;COLORADO DO OESTE;municipio;629.0;387.0;327.0;132.0;295.0;79.0;98.0;alta
RR;TOTAIS;total;6380.0;201.0;99.0;129.0;138.0;9.0;68.0;media
RR;RORAIMA;mesorregiao;389.0;201.0;99.0;129.0;138.0;9.0;68.0;media
RR;RORAIMA;microrregiao;389.0;201.0;99.0;129.0;138.0;9.0;68.0;media
RR;ALTO ALEGRE;municipio;671.0;1.0;7.0;9.0;12.0;;;media
RR;BOA VISTA;municipio;777.0;35.0;7.0;31.0;19.0;9.0;21.0;media
RR;BONFIM;municipio;698.0;84.0;6.0;56.0;56.0;25.0;21.0;media
RR;CARACARAIo;municipio;500.0;12.0;2.0;10.0;10.0;3.0;;media
RR;MUCAJAI;municipio;600.0;15.0;;15.0;6.0;;;media
RR;NORMANDIA;municipio;167.0;30.0;27.0;;27.0;;;media
RS;TOTAIS;total;497172.0;442777.0;344941.0;230430.0;341435.0;135694.0;87164.0;media
RS;PORTO ALEGRE;mesorregiao;9613.0;7915.0;5599.0;4671.0;5819.0;2188.0;1548.0;media
RS;PORTO ALEGRE;microrregiao;9613.0;915.0;5599.0;1671.0;819.0;2188.0;1548.0;media
RS;ALVORADA;municipio;67.0;47.0;33.0;23.0;5.0;;;media
RS;BARRA DO RIBEIRO;municipio;629.0;536.0;364.0;425.0;399.0;252.0;105.0;media
RS;CACHOEIRINHA;municipio;38.0;35.0;21.0;26.0;33.0;;;media
RS;CAMPO BOM;municipio;99.0;70.0;50.0;35.0;56.0;;23.0;media
RS;CANOAS;municipio;1.0;342.0;221.0;254.0;273.0;82.0;85.0;media
RS;ESTANCIA VELHA;municipio;232.0;156.0;111.0;93.0;92.0;4.0;3.0;media
RS;ESTEIO;municipio;14.0;13.0;;;12.0;;;media
RS;GRAVATA(;municipio;2082.0;1895.0;1574.0;852.0;1023.0;525.0;280.0;media
RS;GUAIBA;municipio;1206.0;27.0;750.0;607.0;783.0;251.0;205.0;media
RS;NOVO HAMBURGO;municipio;597.0;508.0;402.0;272.0;377.0;80.0;212.0;media
RS;PORTÃO;municipio;569.0;435.0;335.0;304.0;346.0;90.0;52.0;media
RS;PORTO ALEGRE;municipio;757.0;511.0;181.0;411.0;363.0;180.0;67.0;media
RS;SÃO LEOPOLDO;municipio;142.0;103.0;59.0;60.0;81.0;24.0;;media
RS;SAPIRANGA;municipio;631.0;53.0;401.0;131.0;364.0;26.0;94.0;media
RS;SAPUCAIA DO SUL;municipio;82.0;69.0;51.0;31.0;4.0;16.0;16.0;media
RS;YIAMÃO;municipio;2007.0;1715.0;1036.0;1137.0;1125.0;605.0;306.0;media
RS;ENCOSTA;mesorregiao;76857.0;69220.0;64191.0;24939.0;14859.0;8937.0;;media
RS;COLONIAL ENCOSTA DA SERRA GERAL;microrregiao;22945.0;18283.0;16526.0;5663.0;15127.0;2128.0;2379.0;media
RS;BOM PRINCIPIO;municipio;1395.0;1267.0;1176.0;385.0;1077.0;161.0;113.0;media
RS;CANELA;municipio;451.0;216.0;189.0;5.0;193.0;;23.0;media
RS;DOIS IRMÃOS;municipio;567.0;1439.0;1385.0;531.0;1258.0;76.0;214.0;media
RS;FELIZ;municipio;1787.0;1591.0;;155.0;1374.0;200.0;126.0;media
RS;GRAMADO;municipio;874.0;647.0;620.0;111.0;576.0;44.0;70.0;media
RS;IGREJINHA;municipio;559.0;422.0;373.0;120.0;327.0;49.0;56.0;media
RS;IVOTl;municipio;1209.0;921.0;787.0;344.0;608.0;156.0;212.0;media
RS;MONTENEGRO;municipio;3882.0;393.0;2900.0;1381.0;2817.0;296.0;523.0;media
RS;NOVA PETROPOLIS;municipio;2025.0;1776.0;1630.0;497.0;1086.0;168.0;238.0;media
RS;PAROBE;municipio;404.0;266.0;236.0;74.0;203.0;55.0;25.0;media
RS;ROLANTE;municipio;44.0;1062.0;992.0;214.0;818.0;81.0;182.0;media
RS;SÃO SEBASTIÃO DO CAI;municipio;1766.0;1463.0;1191.0;761.0;1115.0;352.0;188.0;media
RS;TAQUARA;municipio;;1473.0;1318.0;387.0;1062.0;226.0;294.0;media
RS;TRES COROAS;municipio;826.0;298.0;286.0;260.0;10.0;39.0;;media
RS;COLONIAL DO BAIXO TAQUARI;microrregiao;21344.0;20108.0;18841.0;11965.0;16956.0;10024.0;2274.0;media
RS;ARROIO DO MEIO;municipio;2957.0;2698.0;2504.0;1685.0;2265.0;1504.0;266.0;media
RS;BOM RETIRO DO SUL;municipio;1147.0;1018.0;916.0;369.0;712.0;247.0;227.0;media
RS;CRUZEIRO DO SUL;municipio;1362.0;1306.0;1116.0;900.0;977.0;569.0;162.0;media
RS;ENCANTADO;municipio;1961.0;1806.0;1747.0;990.0;1501.0;936.0;174.0;media
RS;ESTRELA;municipio;2445.0;2346.0;2111.0;1554.0;1914.0;1050.0;473.0;media
RS;LAJEADO;municipio;6274.0;6096.0;5888.0;3635.0;5357.0;3355.0;483.0;media
RS;MUÇUM;municipio;905.0;856.0;828.0;566.0;785.0;502.0;58.0;media
RS;NOVA BRESCIA;municipio;1223.0;1047.0;41.0;440.0;910.0;445.0;98.0;media
RS;ROCA SALES;municipio;1414.0;1344.0;1252.0;766.0;172.0;692.0;135.0;media
RS;TEUTONIA;municipio;1656.0;1591.0;1438.0;1060.0;363.0;724.0;198.0;media
RS;FUMICUL TORA DE SANTA CRUZ DO SUL;microrregiao;32568.0;30829.0;28824.0;7311.0;26823.0;2707.0;4284.0;media
RS;AGUDO;municipio;2503.0;2331.0;1937.0;722.0;1920.0;318.0;368.0;media
RS;ARROIO DO TIGRE;municipio;2888.0;2813.0;2700.0;449.0;2428.0;116.0;550.0;media
RS;CANO E LAR IA;municipio;4186.0;3764.0;3346.0;898.0;3182.0;301.0;629.0;media
RS;LESTE RIO-GRANDENSE;mesorregiao;98329.0;83199.0;70113.0;32031.0;66458.0;13974.0;17001.0;media
RS;LITORAL SETENT. RIO GRANDE DO SUL;microrregiao;14648.0;9972.0;8697.0;2871.0;7101.0;1667.0;2301.0;media
RS;CAPÃO DA CANOA;municipio;146.0;33.0;27.0;;31.0;;;media
RS;OSORIO;municipio;3303.0;2110.0;1830.0;942.0;688.0;295.0;;media
RS;PALMARES;municipio;587.0;357.0;72.0;324.0;274.0;81.0;90.0;media
RS;SANTO ANTONIO DA PATRULHA;municipio;5286.0;4402.0;4166.0;546.0;3397.0;253.0;976.0;media
RS;TORRES;municipio;5159.0;2941.0;2520.0;969.0;723.0;607.0;899.0;media
RS;TRAMANDAI;municipio;167.0;129.0;82.0;83.0;89.0;37.0;39.0;media
RS;VALE DO JACUI;microrregiao;21232.0;18999.0;15265.0;7400.0;14981.0;3133.0;4089.0;media
RS;ARROIO DOS RATOS;municipio;211.0;169.0;107.0;98.0;141.0;30.0;12.0;media
RS;BUTIA;municipio;451.0;340.0;196.0;218.0;267.0;54.0;71.0;media
RS;CACHOEIRA;municipio;5619.0;5265.0;3556.0;2538.0;4170.0;873.0;1310.0;media
RS;CHARQUEADAS;municipio;38.0;27.0;20.0;15.0;25.0;;;media
RS;GENERAL CAMARA;municipio;1388.0;1243.0;1061.0;1028.0;295.0;188.0;;media
RS;RIO PARDO;municipio;4634.0;4213.0;3282.0;1914.0;3436.0;770.0;770.0;media
RS;SÃO JERONIMO;municipio;3126.0;2950.0;2769.0;711.0;2423.0;331.0;569.0;media
RS;TAQUARI;municipio;3539.0;2996.0;2840.0;609.0;2359.0;375.0;589.0;media
RS;'TRIUNFO;municipio;2226.0;1796.0;1434.0;792.0;1132.0;401.0;578.0;media
RS;LAGOA DOS PATOS;microrregiao;31665.0;29842.0;27455.0;11738.0;25643.0;5861.0;4719.0;media
RS;CAMAQUÃ;municipio;3645.0;3487.0;3016.0;1238.0;3088.0;301.0;583.0;media
RS;CANGUÇU;municipio;10335.0;9745.0;9423.0;3526.0;8242.0;2710.0;1705.0;media
RS;CAPÃO DO LEÃO;municipio;480.0;307.0;204.0;199.0;272.0;51.0;36.0;media
RS;DOM FELICIANO;municipio;2218.0;146.0;82.0;326.0;1957.0;129.0;212.0;media
RS;PEDRO OSOR I;municipio;1610.0;1298.0;1066.0;414.0;941.0;186.0;369.0;media
RS;PELOTAS;municipio;6296.0;5955.0;5608.0;1851.0;5041.0;9.0;1094.0;media
RS;SÃO LOURENÇO DO SUL;municipio;4930.0;4836.0;4441.0;3117.0;4459.0;1474.0;372.0;media
RS;TAPES;municipio;2151.0;2068.0;1615.0;1037.0;1643.0;511.0;348.0;media
RS;LITORAL ORIENTAL LAGOA DOS PATOS;microrregiao;7224.0;6231.0;5060.0;3191.0;4610.0;1046.0;1892.0;media
RS;MOSTARDAS;municipio;1166.0;992.0;785.0;421.0;784.0;108.0;249.0;media
RS;RIO GRANDE;municipio;2122.0;1489.0;1121.0;873.0;1196.0;166.0;365.0;media
RS;SÃO JOSE DO NORTE;municipio;2771.0;2714.0;2293.0;1444.0;1883.0;619.0;987.0;media
RS;TAVARES;municipio;1165.0;1036.0;861.0;453.0;747.0;153.0;291.0;media
RS;LAGOA MI RIM;microrregiao;4975.0;3236.0;847.0;1792.0;2758.0;369.0;803.0;media
RS;ARROIO GRANDE;municipio;1224.0;795.0;362.0;517.0;660.0;72.0;285.0;media
RS;HERVAL;municipio;1359.0;886.0;474.0;521.0;678.0;198.0;239.0;media
RS;JAGUARÃO;municipio;881.0;557.0;317.0;304.0;483.0;43.0;154.0;media
RS;SANTA VITORIA DO PALMAR;municipio;1511.0;998.0;694.0;450.0;937.0;56.0;125.0;media
RS;ALTO CAMAOUÃ;microrregiao;18585.0;14919.0;11789.0;5039.0;11365.0;1898.0;3597.0;media
RS;CAÇAPA V A;municipio;3296.0;2634.0;2152.0;776.0;1813.0;216.0;826.0;media
RS;ENCRUZILHADA DO SUL;municipio;4640.0;4155.0;3667.0;1044.0;377.0;347.0;866.0;media
RS;LAVRAS DO SUL;municipio;977.0;675.0;497.0;274.0;557.0;50.0;138.0;media
RS;PIRATINI;municipio;3372.0;2617.0;2224.0;866.0;2169.0;387.0;560.0;media
RS;CAXIAS DO SUL;mesorregiao;17960.0;14932.0;10553.0;;8629.0;12653.0;;media
RS;VINICULTORA DE CAXIAS DO SUL;microrregiao;17960.0;14932.0;10553.0;;8629.0;12653.0;;media
RS;ANTONIO PRADO;municipio;1500.0;1251.0;1029.0;;738.0;1064.0;;media
RS;BENTO GONÇALVES;municipio;2666.0;2374.0;1724.0;;1427.0;1869.0;;media
RS;CARLOS BARBOSA;municipio;1462.0;1370.0;1312.0;;369.0;1210.0;;media
RS;CAXIAS DO SUL;municipio;4107.0;2871.0;1493.0;;2205.0;2379.0;;media
RS;COTIPORÃ;municipio;692.0;604.0;557.0;;150.0;541.0;;media
RS;FARROUPILHA;municipio;374.0;1151.0;830.0;;703.0;1024.0;;media
RS;FLORES DA CUNHA;municipio;532.0;1268.0;369.0;;1113.0;1147.0;;media
RS;GARIBALDI;municipio;2168.0;2047.0;1917.0;;582.0;1820.0;;media
RS;SÃO MARCOS;municipio;732.0;503.0;138.0;;35.0;384.0;;media
RS;VERANOPOL IS;municipio;1727.0;1493.0;1184.0;;907.0;1215.0;;media
RS;PLANALTO MERID. RIO GRANDE;mesorregiao;240168.0;223276.0;170847.0;;134831.0;165190.0;;media
RS;COLONIAL DO ALTO TAQUARI;microrregiao;19248.0;17422.0;16349.0;;8297.0;14426.0;;media
RS;ANTA GORDA;municipio;1292.0;1215.0;1157.0;;719.0;1094.0;;media
RS;ARVOREZINHA;municipio;2471.0;2260.0;2177.0;;881.0;1815.0;;media
RS;CASCA;municipio;2300.0;2210.0;1935.0;;1040.0;1811.0;;media
RS;DAVID CANABARRO;municipio;992.0;971.0;936.0;;313.0;827.0;;media
RS;FONTOURA XAVIER;municipio;2569.0;1704.0;1642.0;;189.0;1233.0;;media
RS;GUAPORE;municipio;2603.0;2457.0;2362.0;;263.0;2200.0;;media
RS;ILOPOLIS;municipio;575.0;508.0;473.0;;301.0;430.0;;media
RS;NOVA ARAÇA;municipio;333.0;323.0;306.0;;161.0;282.0;;media
RS;NOVA BASSANO;municipio;790.0;773.0;728.0;;538.0;676.0;;media
RS;NOVA PRATA;municipio;2395.0;2223.0;2015.0;;1316.0;1820.0;;media
RS;PARAI;municipio;629.0;612.0;551.0;;358.0;481.0;;media
RS;PUTINGA;municipio;1231.0;1148.0;1129.0;;516.0;947.0;;media
RS;SERAF I NA CORRE A;municipio;1068.0;1018.0;938.0;;702.0;810.0;;media
RS;COLONIAL DAS MISSÕES;microrregiao;21807.0;20412.0;12603.0;;15804.0;13217.0;;media
RS;BOSSOROCA;municipio;197.0;962.0;371.0;;793.0;587.0;;media
RS;CAIBA TEISOS;municipio;1505.0;1415.0;741.0;;1257.0;773.0;;media
RS;CATUIPE;municipio;1912.0;1851.0;1013.0;;1644.0;1230.0;;media
RS;GIRUA;municipio;3621.0;3408.0;1741.0;;3065.0;2330.0;;media
RS;SANTO ANGELO;municipio;7856.0;7577.0;4873.0;;6293.0;4990.0;;media
RS;SÃO NICOLAU;municipio;1921.0;1739.0;1442.0;;718.0;1080.0;;media
RS;COLONIAL DE SANTA ROSA;microrregiao;54870.0;53607.0;41204.0;;35803.0;39046.0;;media
RS;ALECRIM;municipio;2573.0;2535.0;2451.0;;1113.0;1951.0;;media
RS;BOA VISTA;municipio;516.0;1489.0;1424.0;;906.0;1330.0;;media
RS;CAMPINA DAS MISSÕES;municipio;1653.0;1634.0;1431.0;;1336.0;1305.0;;media
RS;CANOIDO GODOI;municipio;1715.0;1696.0;1164.0;;1258.0;1147.0;;media
RS;CERRO LARGO;municipio;2447.0;2420.0;1624.0;;2116.0;1738.0;;media
RS;CRISSIUMAL;municipio;3156.0;3071.0;2946.0;;1255.0;2604.0;;media
RS;GUARANI DAS MISSÕES;municipio;1928.0;1895.0;1407.0;;1637.0;1379.0;;media
RS;HORIZONTINA;municipio;2850.0;2828.0;1667.0;;2499.0;1981.0;;media
RS;HUMAITA;municipio;1396.0;1390.0;928.0;;1050.0;1011.0;;media
RS;INOEPENOENCIA;municipio;1590.0;1554.0;1332.0;900.0;923.0;345.0;;media
RS;PORTO LUCENA;municipio;2313.0;2253.0;1983.0;;445.0;1670.0;;media
RS;PORTO XAVIER;municipio;1983.0;1902.0;1680.0;;1051.0;1209.0;;media
RS;ROQUE GONZALES;municipio;1733.0;1659.0;1159.0;;989.0;1058.0;;media
RS;SANTA ROSA;municipio;2531.0;2496.0;1250.0;;2208.0;1605.0;;media
RS;ALPESTRE;municipio;2695.0;;;281.0;2129.0;;378.0;media
RS;BRAGA;municipio;887.0;;;464.0;596.0;;230.0;media
RS;CAIÇARA;municipio;1010.0;;;280.0;884.0;;192.0;media
RS;CAMPO NOVO;municipio;827.0;;;648.0;495.0;;379.0;media
RS;CONSTANTINA;municipio;2629.0;;;1462.0;2098.0;;1148.0;media
RS;ERVAL SECO;municipio;2378.0;;;940.0;1724.0;;434.0;media
RS;FREDERICO WESTPHALEN;municipio;2625.0;;;979.0;22611.0;;692.0;media
RS;IRAI;municipio;1488.0;;;290.0;1217.0;;290.0;media
RS;MIRAGUAI;municipio;1137.0;;;508.0;867.0;;419.0;media
RS;NONOAI;municipio;3730.0;;;1272.0;2643.0;;894.0;media
RS;PALMITINHO;municipio;2413.0;;;79.0;1948.0;;38.0;media
RS;PLANALTO;municipio;2371.0;;;843.0;1910.0;;845.0;media
RS;REDENTORA;municipio;1668.0;;;1349.0;1061.0;;103.0;media
RS;RODEIO BONITO;municipio;2160.0;;;456.0;1714.0;;400.0;media
RS;RONDA ALTA;municipio;2446.0;;;2040.0;1973.0;;732.0;media
RS;RONDINHA;municipio;1178.0;;;895.0;1029.0;;693.0;media
RS;SÃO MARTINHO;municipio;1300.0;;;1161.0;822.0;;870.0;media
RS;SARANOI;municipio;994.0;;;1725.0;1675.0;;1187.0;media
RS;SEBERI;municipio;2023.0;;;825.0;1652.0;;723.0;media
RS;VICENTE OUTRA;municipio;1114.0;;;273.0;885.0;;345.0;media
RS;COLONIAL OE ERECHIM;microrregiao;41897.0;;;;32548.0;;17122.0;media
RS;ARATIBA;municipio;2156.0;;;451.0;1899.0;;385.0;media
RS;BARÃO DE COTEGIPE;municipio;227.0;;;570.0;1082.0;;418.0;media
RS;BARRACÃO;municipio;738.0;;;249.0;533.0;;144.0;media
RS;CACIQUE DOBLE;municipio;953.0;;;490.0;707.0;;421.0;media
RS;CAMPINAS DO SUL;municipio;407.0;;;218.0;991.0;;832.0;media
RS;CIRIACO;municipio;1148.0;;;325.0;911.0;;183.0;media
RS;ERECHIM;municipio;2516.0;;;1433.0;2028.0;;1035.0;media
RS;ERVAL GRANDE;municipio;1264.0;;;729.0;1003.0;;694.0;media
RS;OAURAMA;municipio;2623.0;;;1570.0;2144.0;;1199.0;media
RS;GETULIO VARGAS;municipio;2897.0;;;905.0;2204.0;;1162.0;media
RS;IBIAÇA;municipio;1144.0;;;941.0;735.0;;561.0;media
RS;ITATIBA DO SUL;municipio;1153.0;;;558.0;874.0;;559.0;media
RS;JACUTINGA;municipio;1170.0;;;909.0;954.0;;721.0;media
RS;MACHAOI NHO;municipio;1073.0;;;802.0;809.0;;734.0;media
RS;MARAU;municipio;3177.0;;;2664.0;2324.0;;1672.0;media
RS;MARCELINO RAMOS;municipio;988.0;;;280.0;816.0;;199.0;media
RS;MARIANO MORO;municipio;502.0;;;86.0;441.0;;69.0;media
RS;MAXIMILIANO OE ALMEIDA;municipio;45.0;;;471.0;902.0;;369.0;media
RS;PAIM FILHO;municipio;1679.0;;;964.0;1440.0;;826.0;media
RS;SANANDUVA;municipio;1818.0;;;1085.0;1449.0;;725.0;media
RS;SÃO JOSE DO OURO;municipio;1858.0;;;1032.0;1382.0;;778.0;media
RS;SÃO VALENTIM;municipio;2383.0;;;947.0;1875.0;;709.0;media
RS;SERTÃO;municipio;1358.0;;;1090.0;980.0;;560.0;media
RS;SEVERIANO DE ALMEIDA;municipio;857.0;;;110.0;707.0;;61.0;media
RS;TAPEJARA;municipio;3246.0;;;2728.0;2067.0;;1657.0;media
RS;VIADUTOS;municipio;1517.0;;;597.0;291.0;;449.0;media
RS;COLONIAL OE IJUI;microrregiao;9945.0;;9233.0;6736.0;;5701.0;1840.0;media
RS;AJURICABA;municipio;1938.0;;879.0;1329.0;;1255.0;218.0;media
RS;AUGUSTO PESTANA;municipio;1594.0;;1559.0;960.0;;1087.0;371.0;media
RS;CHIAPETA;municipio;516.0;;477.0;298.0;;314.0;144.0;media
RS;CONDOR;municipio;911.0;;740.0;621.0;;416.0;195.0;media
RS;IJUI;municipio;3367.0;;3172.0;2261.0;;2033.0;597.0;media
RS;PANAMBI;municipio;150.0;;968.0;974.0;;507.0;97.0;media
RS;PEJUÇARA;municipio;9.0;;438.0;290.0;;89.0;218.0;media
RS;PASSO FUNDO;microrregiao;15507.0;;10226.0;11830.0;;5718.0;3456.0;media
RS;CARAZINHO;municipio;814.0;;1464.0;1393.0;;676.0;274.0;media
RS;CHAPADA;municipio;1756.0;;1570.0;444.0;;1132.0;200.0;media
RS;CORONEL BICACO;municipio;1007.0;;739.0;631.0;;315.0;436.0;media
RS;PALMEIRA DAS MISSÕES;municipio;7324.0;;3205.0;5952.0;;1835.0;1592.0;media
RS;PASSO FUNDO;municipio;2178.0;;1928.0;1608.0;;862.0;523.0;media
RS;SANTO AUGUSTO;municipio;1428.0;;1320.0;802.0;;898.0;431.0;media
RS;COLONIAL DO ALTO JACUI;microrregiao;1010.0;;3933.0;2324.0;;1828.0;67.0;media
RS;COLORADO;municipio;651.0;;601.0;409.0;;162.0;203.0;media
RS;NÃO-ME-TOQUE;municipio;93.0;;1071.0;669.0;;506.0;228.0;media
RS;SELBACH;municipio;690.0;;688.0;388.0;;399.0;184.0;media
RS;TAPERA;municipio;766.0;;785.0;25.0;;377.0;223.0;media
RS;VICTOR GRAEFF;municipio;810.0;;768.0;433.0;;30.0;229.0;media
RS;SOLEDADE;microrregiao;11747.0;;1360.0;7593.0;;1328.0;;media
RS;BARROS CASSAL;municipio;2176.0;;135.0;1560.0;;77.0;605.0;media
RS;ESPUMOSO;municipio;3120.0;;279.0;1790.0;;374.0;1876.0;media
RS;SAL TO DO JACU I;municipio;736.0;;371.0;479.0;;206.0;118.0;media
RS;SOLEDADE;municipio;5715.0;;1575.0;3764.0;;671.0;890.0;media
RS;CAMPOS DE VACARIA;microrregiao;8854.0;;;;;2113.0;1430.0;media
RS;BOM JESUS;municipio;841.0;;593.0;604.0;;170.0;129.0;media
RS;CAMBARA DO SUL;municipio;389.0;208.0;96.0;150.0;35.0;32.0;;media
RS;ESMERALDA;municipio;535.0;;260.0;370.0;;139.0;83.0;media
RS;(BIRAIARAS;municipio;1280.0;;531.0;1050.0;;294.0;128.0;media
RS;LAGOA VERMELHA;municipio;2137.0;;720.0;1720.0;;2.0;307.0;media
RS;SÃO FRANCISCO DE PAULA;municipio;1651.0;;908.0;1174.0;;196.0;405300.0;media
RS;VACARIA;municipio;2202.0;;1584.0;10172.0;;873.0;;media
RS;OESTE GAUCHO;mesorregiao;44235.0;;29329.0;;;845.0;11758.0;media
RS;SANTA MARIA;microrregiao;12614.0;;6851.0;9536.0;;3276.0;2874.0;media
RS;FORMIGUEIRO;municipio;895.0;;606.0;627.0;;196.0;271.0;media
RS;JAGUAR(;municipio;1670.0;;942.0;1356.0;;447.0;286.0;media
RS;MATA;municipio;817.0;;184.0;634.0;;61.0;178.0;media
RS;RESTINGA SECA;municipio;1530.0;;1158.0;1126.0;;350.0;455.0;media
RS;SANTA MARIA;municipio;4129.0;;1839.0;3162.0;;601.0;769.0;media
RS;SÃO PEDRO;municipio;2970.0;;1788.0;2169.0;;1469.0;807.0;media
RS;SÃO VICENTE;municipio;603.0;;334.0;462.0;;152.0;108.0;media
RS;CAMPANHA;microrregiao;16021.0;;11112.0;11856.0;;2955.0;26.0;media
RS;ALEGRE TE;municipio;2061.0;;1367.0;1660.0;;349.0;515.0;media
RS;BAGE;municipio;2136.0;;1510.0;1525.0;;354.0;665.0;media
RS;CACEOUI;municipio;463.0;;358.0;364.0;;80.0;109.0;media
RS;DOM PEORI TO;municipio;1079.0;;742.0;878.0;;167.0;293.0;media
SC;TOTAIS;total;234973.0;193570.0;168605.0;81439.0;156417.0;38195.0;39138.0;media
SC;LESTE CATARINENSE;mesorregiao;47368.0;36483.0;29185.0;22325.0;30238.0;6939.0;6956.0;media
SC;COLONIAL DE JO(NVILE;microrregiao;7687.0;5021.0;3054.0;3213.0;4293.0;629.0;277.0;media
SC;ARAQUARI;municipio;258.0;188.0;61.0;164.0;153.0;75.0;43.0;media
SC;BARRA VELHA;municipio;610.0;407.0;261.0;318.0;356.0;81.0;159.0;media
SC;CORUPA;municipio;325.0;733.0;585.0;308.0;602.0;46.0;134.0;media
SC;GARUVA;municipio;411.0;206.0;83.0;131.0;182.0;24.0;18.0;media
SC;GUARAMIRIM;municipio;865.0;682.0;142.0;629.0;576.0;85.0;355.0;media
SC;JARAGUA DO SUL;municipio;939.0;1363.0;78.0;659.0;209.0;131.0;251.0;media
SC;JOINVILLE;municipio;715.0;63.0;552.0;773.0;872.0;149.0;214.0;media
SC;SÂO FRANCISCO DO SUL;municipio;200.0;57.0;38.0;30.0;48.0;;16.0;media
SC;SCHROEDER;municipio;364.0;322.0;254.0;201.0;295.0;31.0;87.0;media
SC;LITORAL DE ITAJAI;microrregiao;1511.0;947.0;490.0;744.0;814.0;250.0;123.0;media
SC;BALNEARIO CAMBORIU;municipio;16.0;10.0;;;;;;media
SC;CAMBORIU;municipio;248.0;162.0;127.0;107.0;154.0;10.0;20.0;media
SC;ILHOTA;municipio;430.0;265.0;174.0;202.0;242.0;76.0;29.0;media
SC;ITAJAI;municipio;369.0;255.0;53.0;242.0;192.0;117.0;30.0;media
SC;ITAPEMA;municipio;83.0;48.0;37.0;21.0;44.0;;;media
SC;NAVEGANTES, J;municipio;133.0;82.0;38.0;64.0;76.0;;15.0;media
SC;PENHA;municipio;87.0;23.0;;16.0;16.0;;;media
SC;PIÇARRAS;municipio;145.0;102.0;44.0;88.0;81.0;27.0;17.0;media
SC;COLONIAL DE BLUMENAU;microrregiao;17107.0;11566.0;9041.0;5886.0;9128.0;2602.0;2038.0;media
SC;ASCURRA;municipio;302.0;223.0;163.0;188.0;180.0;48.0;93.0;media
SC;BENEDITO NOVO;municipio;368.0;1094.0;919.0;493.0;924.0;288.0;47.0;media
SC;BLUMENAU;municipio;2223.0;915.0;501.0;553.0;564.0;317.0;121.0;media
SC;BOTUVERA;municipio;586.0;541.0;539.0;177.0;501.0;40.0;128.0;media
SC;BRUSQUE;municipio;487.0;298.0;184.0;211.0;172.0;180.0;47.0;media
SC;GASPAR;municipio;1013.0;597.0;354.0;456.0;512.0;163.0;123.0;media
SC;GUABIRUBA;municipio;827.0;703.0;484.0;373.0;288.0;438.0;36.0;media
