_uf;_label;_level;estab_proprietario;area_ha_proprietario;estab_arrendatario;area_ha_arrendatario;estab_parceiro;area_ha_parceiro;estab_ocupante;area_ha_ocupante;confianca
BA;PIRIPA;municipio;;996.0;;;;10.0;81.0;1104.0;media
BA;PRESIDENTE JANIO QUADROS;municipio;;2138.0;;;;40.0;392.0;3389.0;media
BA;RIACHO DE SANTANA;municipio;;3258.0;;61.0;517.0;2230.0;1926.0;14580.0;media
BA;RIO DO ANTONIO;municipio;;1305.0;;203.0;;12.0;521.0;4048.0;media
BA;SEBASTIÃO LARANJEIRAS;municipio;;684.0;;766.0;23.0;94.0;100.0;812.0;media
BA;TREMEDAL;municipio;;3973.0;;;;103.0;280.0;5955.0;media
BA;LESTE BAIANO;mesorregiao;;307879.0;;3785.0;;2471.0;13806.0;34098.0;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;;30217.0;;237.0;;470.0;2320.0;5501.0;media
BA;BAIXA GRANDE;municipio;;2113.0;;;;;49.0;746.0;media
BA;BOA VISTA DO TUPIM;municipio;;1378.0;;;;;19.0;448.0;media
BA;CAEM;municipio;;1156.0;;38.0;;11.0;146.0;424.0;media
BA;(BIQUERA;municipio;;553.0;;;;;;23.0;media
BA;ITABERABA;municipio;;2146.0;;25.0;;;57.0;103.0;media
BA;JACOBINA;municipio;;7190.0;;40.0;;359.0;1753.0;432.0;media
BA;LAJEDINHO;municipio;;475.0;;;;;;;media
BA;MACAJUBA;municipio;;812.0;;;;;;;media
BA;MAIRI;municipio;;3395.0;;;;;;233.0;media
BA;MIGUEL CALMON;municipio;;2577.0;;;;72.0;176.0;519.0;media
BA;MUNDO NOVO;municipio;;1503.0;;;;;;134.0;media
BA;PIRITIBA;municipio;;1309.0;;;;;47.0;790.0;media
BA;RUY BARBOSA;municipio;;1752.0;;;;;;12.0;media
BA;SE-RROLANDIA;municipio;;2366.0;;;;;;496.0;media
BA;TAPIRAMUTA;municipio;;677.0;;;;;47.0;69.0;media
BA;VARZEA DO POÇO;municipio;;815.0;;69.0;;;14.0;70.0;media
BA;SERTÃO DE CANUDOS;microrregiao;108.0;29.0;105.0;581.0;2041.0;15891.0;;;media
BA;CANSANÇÃO;municipio;4741.0;428.0;853.0;;;;;;media
BA;EUCLIDES DA CUNHA;municipio;;7475.0;;16.0;;24.0;;;media
BA;ITIUBA;municipio;;3784.0;;;;;21.0;921.0;media
BA;MONTE SANTO;municipio;;8397.0;;;;;;164.0;media
BA;QUEIMADAS;municipio;;4297.0;;;;53.0;458.0;116.0;media
BA;QUIJINGUE;municipio;;4222.0;;;;;;61.0;media
BA;TUCANO;municipio;;4629.0;;;;;;;media
BA;SERRINHA;microrregiao;;35936.0;;127.0;;31.0;276.0;3070.0;media
BA;ARACI;municipio;;4657.0;;116.0;;;;227.0;media
BA;BIRITINGA;municipio;;1897.0;;;;;;89.0;media
BA;CANDEAL;municipio;;1039.0;;;;;;;media
BA;CONCE;municipio;5.0;263.0;172.0;462.0;;;;;media
BA;ICHU;municipio;;591.0;;;;;;54.0;media
BA;LAMARÃO;municipio;;1596.0;;;;;;63.0;media
BA;RETIROLANDIA;municipio;;1365.0;251.0;;;;;180.0;media
BA;FEIRA DE SANTANA;microrregiao;47914.0;;;2130.0;1240.0;7408.0;26666.0;;media
BA;AGUA FRIA;municipio;2371.0;;;33.0;65.0;337.0;1083.0;;media
BA;ANGUERA;municipio;662.0;;;;;130.0;287.0;;media
BA;ANTONIO CARDOSO;municipio;381.0;;;10.0;;405.0;710.0;;media
BA;CASTRO ALVES;municipio;5228.0;;;413.0;134.0;1074.0;3076.0;;media
BA;CORAÇÃO DE MARIA;municipio;2200.0;;;718.0;74.0;689.0;2191.0;;media
BA;ELISIO MEDRADO;municipio;188.0;;;;11.0;;12.0;;media
BA;FEIRA DE SANTANA;municipio;7434.0;;;439.0;32.0;1026.0;2050.0;;media
BA;IAÇU;municipio;1469.0;;;82.0;;282.0;5637.0;;media
BA;IPECAETA;municipio;2705.0;;;70.0;;638.0;1072.0;;media
BA;(PIRA;municipio;7791.0;;;11.0;;616.0;3237.0;;media
BA;IRARA;municipio;2214.0;;;;;134.0;379.0;;media
BA;OURIÇANGAS;municipio;646.0;90.0;429.0;;;;;;media
BA;PEDRÃO;municipio;949.0;;;;;97.0;265.0;;media
BA;SANTA BARBARA;municipio;2019.0;32.0;228.0;1376.0;;;;;media
BA;SANTANOPOL IS;municipio;1803.0;;;66.0;;227.0;400.0;;media
BA;SANTA TERESINHA;municipio;1898.0;;;240.0;;266.0;2337.0;;media
BA;SANTO ESTEVÃO;municipio;3236.0;;;30.0;13.0;947.0;388.0;;media
BA;SERRA PRETA;municipio;2148.0;;;;537.0;48.0;620.0;;media
BA;TANQUINHO;municipio;570.0;;;;313.0;170.0;107.0;;media
BA;JEQUIE;microrregiao;24166.0;;;2837.0;3038.0;2462.0;18649.0;;alta
BA;AIOUARA;municipio;343.0;;;195.0;40.0;18.0;1227.0;;alta
BA;AMARGOSA;municipio;2006.0;;;83.0;78.0;60.0;151.0;;alta
BA;BRE JÔES;municipio;888.0;;;444.0;;12.0;20.0;;alta
BA;CRAVOLANDIA;municipio;265.0;;;;60.0;121.0;233.0;;alta
BA;IRA JUBA;municipio;393.0;;;;26.0;77.0;320.0;;alta
BA;ITAGI;municipio;1099.0;;;113.0;;56.0;415.0;;alta
BA;IiAQUARA;municipio;624.0;;;;;11.0;65.0;;alta
BA;ITIRUÇU;municipio;287.0;;;;;;73.0;;alta
BA;JAGUAQUARA;municipio;1863.0;;;899.0;151.0;73.0;687.0;;alta
BA;JEQUIE;municipio;2857.0;;;202.0;19.0;149.0;852.0;;alta
BA;JIQUIRIÇA;municipio;988.0;;;;10.0;102.0;676.0;;alta
BA;.JITAUNA;municipio;813.0;;;187.0;;33.0;67.0;;alta
BA;LAFAIETE COUTINHO;municipio;323.0;;;;;;;;alta
BA;LAJE;municipio;1564.0;;;;249.0;225.0;919.0;;alta
BA;MARACAS;municipio;2276.0;;;191.0;1726.0;563.0;5907.0;;alta
BA;MARCIONILIO SOUZA;municipio;749.0;;;;;175.0;3599.0;;alta
BA;MILAGRES;municipio;476.0;;;12.0;;132.0;464.0;;alta
BA;MUTUIPE;municipio;1873.0;;;21.0;218.0;205.0;1188.0;;alta
BA;NOVA ITARANA;municipio;398.0;;;34.0;;91.0;333.0;;alta
BA;PLANAL TINO;municipio;951.0;;;;47.0;34.0;;;alta
BA;SANTA INES;municipio;141.0;;;280.0;;64.0;161.0;;alta
BA;SÃO MIGUEL DAS MATAS;municipio;1177.0;;;92.0;361.0;132.0;498.0;;alta
BA;UBAIRA;municipio;1812.0;;;66.0;22.0;120.0;645.0;;alta
BA;PLANALTO DE CONQUISTA;microrregiao;20830.0;;;2191.0;2176.0;2058.0;22124.0;;media
BA;ANAGE;municipio;2742.0;;;;47.0;351.0;3108.0;;media
BA;BARRA DO CHOÇA;municipio;1026.0;;;22.0;403.0;347.0;1394.0;;media
BA;BELO CAMPO;municipio;827.0;;;2.0;97.0;411.0;6546.0;;media
BA;BOA NOVA;municipio;2203.0;;;;90.0;;;;media
BA;CAATIBA;municipio;866.0;;;;;;657.0;;media
BA;CANDIDO SALES;municipio;858.0;;;778.0;504.0;143.0;4352.0;;media
BA;DARIO MEIRA;municipio;965.0;;;45.0;;201.0;847.0;;media
BA;MESORREGIÔES, MICRORREGIÔES;municipio;;;;;;;;;media
BA;GOVERNADOR MANGABEIRA;municipio;;1895.0;;138.0;;;330.0;131.0;media
BA;ITAPARICA;municipio;;226.0;;;;;10.0;62.0;media
BA;JAGUARIPE;municipio;;993.0;;157.0;19.0;191.0;11.0;96.0;media
BA;MARAGOGIPE;municipio;;2285.0;;1683.0;93.0;264.0;970.0;2875.0;media
BA;MUN(Z FERREIRA;municipio;;408.0;;;;14.0;12.0;22.0;media
BA;MURITIBA;municipio;;2241.0;;137.0;14.0;16.0;520.0;864.0;media
BA;NAZARE;municipio;;512.0;;256.0;25.0;83.0;85.0;784.0;media
BA;SALINAS DA MARGARIDA;municipio;;44.0;;37.0;;;;;media
BA;SANTO AMARO;municipio;;1172.0;;170.0;19.0;69.0;678.0;1110.0;media
BA;SANTO ANTONIO DE JESUS;municipio;;2168.0;;172.0;23.0;67.0;257.0;65.0;media
BA;SÃO FELIX;municipio;436.0;242.0;621.0;180.0;548.0;;;;media
BA;SÃO FELIPE;municipio;;1899.0;;14.0;87.0;201.0;312.0;869.0;media
BA;SÃO GONÇALO DOS CAMPOS;municipio;;1860.0;;;;27.0;41.0;117.0;media
BA;SÃO SEBASTIÃO DO PASSE;municipio;;1004.0;;1426.0;25.0;133.0;589.0;897.0;media
BA;SAPEAÇU;municipio;;1143.0;;37.0;11.0;32.0;117.0;245.0;media
BA;TEODORO SAMPAIO;municipio;;497.0;;71.0;24.0;137.0;86.0;206.0;media
BA;TERRA NOVA;municipio;;194.0;;2469.0;;51.0;213.0;367.0;media
BA;VERA CRUZ;municipio;449.0;132.0;278.0;15.0;20.0;;;;media
BA;CAMAÇARI;municipio;;2099.0;;30.0;;344.0;619.0;8260.0;media
BA;CANDEIAS;municipio;;700.0;;18.0;;374.0;329.0;461.0;media
BA;CATU;municipio;;923.0;;17.0;;37.0;146.0;535.0;media
BA;LAURO DE FREITAS;municipio;48.0;18.0;28.0;;;;;;media
BA;MATA DE SÃO JOÃO;municipio;;1574.0;;;;;380.0;751.0;media
BA;POJUCA;municipio;;460.0;;;;;92.0;1132.0;media
BA;SÃO FRANCISCO DO CONDE;municipio;;535.0;;915.0;;;106.0;118.0;media
BA;SIMÕES FILHO;municipio;;612.0;;45.0;;;901.0;673.0;media
BA;LITORAL SUL BAIANO;mesorregiao;;70478.0;;14307.0;207.0;19380.0;8455.0;91773.0;media
BA;TABULEIROS DE VALENÇA;microrregiao;;16234.0;;1105.0;100.0;2332.0;3993.0;32296.0;media
BA;CAlRU;municipio;;619.0;;187.0;;;228.0;514.0;media
BA;CAMAMU;municipio;;3017.0;;299.0;37.0;246.0;1405.0;11145.0;media
BA;ITUBERA;municipio;;2576.0;;22.0;;;;;media
BA;MARAU;municipio;;710.0;;269.0;22.0;687.0;1048.0;11297.0;media
BA;NILO PEÇANHA;municipio;;1031.0;;56.0;;;49.0;116.0;media
BA;TAPEROA;municipio;22.0;105.0;10.0;202.0;480.0;3704.0;;;media
BA;VALENÇA;municipio;;6018.0;;;;;;;media
BA;ENCOSTA DO PLANALTO DE CONQUISTA, e;microrregiao;;;;;;;;;media
BA;FIRMINO ALVES;municipio;;192.0;;245.0;;;38.0;;media
BA;FLORESTA AZUL;municipio;;975.0;;251.0;;;14.0;33.0;media
BA;(BICU(;municipio;;911.0;;450.0;;;30.0;;media
BA;IGUAi;municipio;;1665.0;;666.0;;14.0;;;media
BA;(TAGIBA;municipio;;1417.0;;781.0;;16.0;165.0;;media
BA;ITAGIMIRIM;municipio;;210.0;;;;;;;media
BA;ITAJU DO COLONIA;municipio;;185.0;;;;;;11.0;media
BA;ITAPEBI;municipio;;348.0;;38.0;;128.0;;;media
BA;ITORORO;municipio;;878.0;;503.0;15.0;41.0;162.0;683.0;media
BA;PAU BRASIL;municipio;;769.0;;346.0;;;302.0;710.0;media
BA;POTIRAGUA;municipio;;259.0;;87.0;;;;;media
BA;SANTA CRUZ DA VITORIA;municipio;;197.0;;537.0;;;106.0;177.0;media
BA;CACAUEIRA;mesorregiao;31040.0;;;266.0;;61.0;3893.0;2406.0;media
BA;ALMADINA;microrregiao;169.0;;;;;;;28.0;media
BA;AURELINO LEAL;microrregiao;578.0;;;43.0;;;;49.0;media
BA;BARRA DO ROCHA;microrregiao;275.0;;;;;;;;media
BA;BARRO PRETO;microrregiao;254.0;;;;;;;;media
BA;BELMONTE;microrregiao;1192.0;;;;;;;140.0;media
BA;BUERAREMA;microrregiao;1109.0;;;;;;;34.0;media
BA;CAMAC::AN;microrregiao;1642.0;;;10.0;;;551.0;75.0;media
BA;CANAVIEIRAS;microrregiao;2630.0;;;11.0;;10.0;552.0;120.0;media
BA;COARACI;microrregiao;899.0;;;;;;;27.0;media
BA;GANDU;microrregiao;1195.0;;;;;;;386.0;media
BA;GONGDGI;microrregiao;255.0;;;;;;;;media
BA;IBICARAI;microrregiao;1086.0;;;23.0;;;;53.0;media
BA;IBIRATAIA as;microrregiao;495.0;;;;;;;;media
BA;ILHEUS;microrregiao;4725.0;;;;;;414.0;51.0;media
BA;IPIAU;microrregiao;694.0;;;17.0;;;;305.0;media
BA;I T ABUNA;microrregiao;728.0;;;;;;;;media
BA;I T ACARE;microrregiao;1843.0;;;37.0;;;216.0;138.0;media
BA;ITAJUIPE;microrregiao;1017.0;;;25.0;;;;59.0;media
BA;ITAMAR I;microrregiao;410.0;;;;;;;42.0;media
BA;ITAPE;microrregiao;542.0;;;;;;;;media
BA;ITAPITANGA;microrregiao;343.0;;;;;;;17.0;media
BA;MASCOTE;microrregiao;1322.0;;;;;;224.0;109.0;media
BA;TEOLANDIA;microrregiao;854.0;174.0;1800.0;;;;;;media
BA;UBAITABA;microrregiao;515.0;;;25.0;;;;37.0;media
BA;UBATÃ;microrregiao;647.0;;;;;;;;media
BA;URUÇUCA;microrregiao;893.0;;;;;;;141.0;media
BA;WENCESLAU GUIMARÃES;microrregiao;397.0;;;;;13.0;85.0;155.0;media
BA;INTERIORANA EXTREMO SUL DA BAHIA;mesorregiao;7643.0;;;59.0;;14.0;2816.0;411.0;media
BA;GUARAT I NGA;microrregiao;1539.0;;;10.0;;;725.0;38.0;media
BA;IBIRAPUÂ;microrregiao;516.0;;;;;;20.0;12.0;media
BA;ITAMARAJU;microrregiao;2925.0;;;29.0;;;2061.0;213.0;media
BA;ITANHEM;microrregiao;1584.0;;;;;;10.0;64.0;media
BA;LAJEDÃO;microrregiao;267.0;;;;;;;77.0;media
BA;MEDEIROS NETO;microrregiao;812.0;;;;;;;;media
BA;LITORANEA DO EXTREMO SUL DA BAHIA;mesorregiao;7555.0;;;105.0;;;10132.0;817.0;media
BA;ALCOBAÇA;microrregiao;475.0;;;20.0;;;481.0;41.0;media
BA;CARAVELAS;microrregiao;1399.0;;;16.0;;10.0;327.0;92.0;media
BA;MUCURI;microrregiao;582.0;;;13.0;;14.0;8708.0;20.0;media
BA;NOVA VIÇOSA;microrregiao;839.0;;;52.0;;11.0;56.0;16.0;media
BA;PORTO SEGURO;microrregiao;452.0;;;;;;559.0;499.0;media
BA;PRADO;microrregiao;1046.0;;;;;;;17.0;media
BA;SANTA CRUZ CABRAL IA;microrregiao;762.0;;;;;;;132.0;media
ES;TOTAIS;total;61870.0;3738687.0;570.0;24212.0;1327.0;26738.0;5373.0;105790.0;media
ES;ESPIRITO-SANTENSE;microrregiao;60483.0;3662167.0;546.0;23940.0;1294.0;25196.0;5218.0;101955.0;media
ES;ALTO SÃO MATEUS;microrregiao;2321.0;394666.0;30.0;5454.0;;634.0;339.0;4892.0;media
ES;ECOPORANGA;municipio;1421.0;200671.0;12.0;365.0;;634.0;223.0;753.0;media
ES;MONTANHA;municipio;474.0;95988.0;;3709.0;;;81.0;2069.0;media
ES;MUCURICI;municipio;426.0;98006.0;10.0;1379.0;;;35.0;1068.0;media
ES;COLATINA;municipio;15008.0;797162.0;36.0;2467.0;;2028.0;1024.0;16495.0;media
ES;BAIXO GUANOU;municipio;1094.0;77705.0;;181.0;;553.0;65.0;1216.0;media
ES;BARRA DE SÃO FRANCISCO;municipio;2959.0;124550.0;;57.0;;446.0;256.0;2240.0;media
ES;BOA ESPERANÇA;municipio;437.0;31033.0;;;;;18.0;390.0;media
ES;COLATINA;municipio;3249.0;185778.0;;795.0;;275.0;133.0;3815.0;media
ES;MANTENOPOLI S;municipio;745.0;32811.0;;22.0;;441.0;62.0;1209.0;media
ES;MARI LANOIA;municipio;544.0;26461.0;;;;;14.0;209.0;media
ES;NOVA VENECIA;municipio;2373.0;154685.0;;1263.0;;64.0;238.0;4663.0;media
ES;PANCAS;municipio;1427.0;78079.0;;50.0;;222.0;78.0;992.0;media
ES;SÂO GABRIEL DA PALHA;municipio;2180.0;86055.0;;93.0;;20.0;160.0;1758.0;media
ES;BAIXADA ESPIRITO-SANTENSE;municipio;9024.0;995073.0;46.0;1779.0;;530.0;380.0;19457.0;media
ES;ARACRUZ;municipio;678.0;114564.0;10.0;425.0;;55.0;115.0;3852.0;media
ES;FUNDÃO;municipio;360.0;17838.0;;24.0;;56.0;21.0;413.0;media
ES;JAGUARE;municipio;525.0;43750.0;;14.0;;260.0;;502.0;media
ES;UNHARES;municipio;3059.0;316540.0;;820.0;;15.0;94.0;1687.0;media
ES;PEDRO CANAR l;municipio;209.0;55034.0;;;;;;1525.0;media
ES;PINHEIROS;municipio;665.0;84202.0;;242.0;;;29.0;407.0;media
ES;RIO BANANAL;municipio;129.0;54711.0;12.0;165.0;;17.0;11.0;158.0;media
ES;SÃO MATEUS;municipio;2097.0;261566.0;;28.0;;71.0;57.0;1455.0;media
ES;COL. SERRANA ESPIRITO-SANTENSE;municipio;15400.0;595644.0;118.0;1772.0;;388.0;166.0;34545.0;media
ES;AFONSO CLAUDIO;municipio;3822.0;145421.0;14.0;657.0;;550.0;462.0;8496.0;media
ES;ALFREDO CHAVES;municipio;1193.0;52410.0;7.0;111.0;;558.0;137.0;2113.0;media
ES;DOMINGOS MARTINS;municipio;2697.0;100638.0;74.0;612.0;;5996.0;546.0;9519.0;media
ES;IBIRAÇU;municipio;714.0;37465.0;;;;;;;media
ES;ITAGUAÇU;municipio;860.0;43857.0;;123.0;;122.0;75.0;1436.0;media
ES;ITARANA;municipio;821.0;27181.0;;37.0;;17.0;88.0;1069.0;media
ES;SANTA LEOPOLDINA;municipio;3376.0;107572.0;;181.0;;1821.0;742.0;10068.0;media
ES;SANTA TERESA;municipio;1917.0;81097.0;10.0;46.0;;321.0;116.0;1841.0;media
ES;VERTENTE ORIENTAL DO CAPARAO;municipio;5950.0;225423.0;19.0;421.0;;1867.0;382.0;4306.0;media
ES;CASTELO;municipio;1444.0;54133.0;;134.0;;757.0;82.0;1270.0;media
ES;CONCEIÇÃO;municipio;1173.0;47316.0;;;;284.0;3.0;64.0;media
ES;IBATIBA;municipio;638.0;18029.0;;50.0;;35.0;65.0;376.0;media
ES;MUNIZ FREIRE;municipio;1314.0;57707.0;;228.0;;24.0;80.0;990.0;media
ES;CACHOEIRO DE ITAPEMIRIM;municipio;8239.0;444893.0;155.0;8077.0;;7806.0;365.0;12789.0;media
ES;ALEGRE;municipio;1684.0;82274.0;37.0;1296.0;;1216.0;137.0;4168.0;media
ES;APIACA;municipio;310.0;18499.0;10.0;210.0;;;;87.0;media
ES;ATILIO VIVACQUA;municipio;440.0;19149.0;;382.0;;63.0;10.0;205.0;media
ES;BOM JESUS DO NORTE;municipio;107.0;7754.0;;168.0;;;;200.0;media
ES;CACHOEIRO DE ITAPEMIRIM;municipio;2248.0;101406.0;28.0;1702.0;;845.0;78.0;3018.0;media
ES;OI VI NO DE SÃO LOURENÇO;municipio;380.0;15784.0;2.0;;;;;197.0;media
ES;DORES DO RIO PRETO;municipio;;194.0;32.0;11.0;19.0;;;;media
ES;GUACUI;municipio;;474.0;544.0;42.0;3164.0;;;;media
ES;JERONIMO MONTEIRO;municipio;11.0;459.0;103.0;13.0;80.0;;;;media
ES;MIMOSO DO SUL;municipio;18.0;2001.0;152.0;28.0;791.0;;;;media
ES;MUOUI;municipio;17.0;419.0;2794.0;12.0;382.0;;;;media
ES;SÃO JOSE DO CALÇADO;municipio;16.0;760.0;45.0;15.0;293.0;;;;media
ES;LITORAL SUL ESPIRITO-SANTENSE;microrregiao;142.0;3968.0;2940.0;562.0;9467.0;;;;media
ES;ANCHIETA;municipio;;220.0;292.0;82.0;2128.0;;;;media
ES;GUARAPARI;municipio;;1157.0;48.0;93.0;2262.0;;;;media
ES;ICONHA;municipio;;;842.0;28.0;484.0;;;;media
ES;ITAPEMIRIM;municipio;111.0;1771.0;461.0;295.0;2929.0;;;;media
ES;PI UMA;municipio;;;53.0;;;;;;media
ES;PRESIDENTE KENNEDY;municipio;14.0;672.0;187.0;36.0;1158.0;;;;media
ES;RIO NOVO DO SUL;municipio;;142.0;1054.0;28.0;504.0;;;;media
ES;VITORIA;mesorregiao;24.0;271.0;1542.0;155.0;3.0;;;;media
ES;VITORIA;microrregiao;24.0;271.0;1542.0;155.0;835.0;;;;media
ES;CARIACICA;municipio;515.0;10198.0;27.0;13.0;498.0;1229.0;;;media
ES;SERRA;municipio;;;14.0;;20.0;;;;media
ES;VIANA;municipio;524.0;22241.0;18.0;242.0;16.0;926.0;2450.0;;media
ES;VILA VELHA;municipio;130.0;9818.0;92.0;;;;;;media
ES;VITORIA;municipio;;;101.0;;26.0;;;;media
GO;TOTAIS;total;1036195.0;28212185.0;9748.0;783486.0;7947.0;157485.0;9975.0;710948.0;media
GO;NORDESTE GOIANO;microrregiao;8794.0;787.0;44378.0;675.0;11293.0;586.0;44175.0;;media
GO;SÃO MIGUEL;microrregiao;2751.0;2124195.0;390.0;19798.0;193.0;1908.0;114.0;9495.0;media
GO;CAIXAS;municipio;1175.0;380095.0;251.0;1661.0;126.0;799.0;39.0;585.0;media
GO;MOZARLANDIA;municipio;305.0;159717.0;34.0;2445.0;40.0;727.0;26.0;350.0;media
GO;MUNDO NOVO;municipio;163.0;192665.0;;788.0;;;19.0;1451.0;media
GO;NOVA CAIXAS;municipio;451.0;717631.0;92.0;11461.0;27.0;381.0;23.0;2792.0;media
GO;SÃO MIGUEL DO ARAGUAIA;municipio;657.0;674085.0;;3441.0;;;;3315.0;media
GO;RIO VERMELHO;microrregiao;3934.0;1857496.0;1224.0;10693.0;419.0;7412.0;225.0;7572.0;media
GO;ARAGUAPAZ;municipio;255.0;165460.0;19.0;2483.0;;551.0;10.0;1524.0;media
GO;ARUANÃ;municipio;318.0;375043.0;;687.0;;;;562.0;media
GO;BRITANIA;municipio;89.0;78024.0;;;;;;;media
GO;GOIAS;municipio;1838.0;464733.0;169.0;5075.0;272.0;3102.0;119.0;2300.0;media
GO;ITAPIRAPUÃ;municipio;534.0;229056.0;;537.0;119.0;3466.0;52.0;1570.0;media
GO;JUS SARA;municipio;900.0;545178.0;30.0;1909.0;22.0;292.0;38.0;1614.0;media
GO;ARAGARÇAS;microrregiao;2109.0;951763.0;173.0;13887.0;63.0;1971.0;247.0;217108.0;media
GO;ARAGARÇAS;municipio;62.0;49626.0;;;;;;36.0;media
GO;ARENOPOLIS;municipio;332.0;99001.0;23.0;3463.0;;193.0;33.0;2705.0;media
GO;BALIZA;municipio;134.0;134913.0;19.0;2052.0;;;82.0;4751.0;media
GO;BOM .JARDIM DE GOIAS;municipio;343.0;55894.0;56.0;1146.0;12.0;124.0;31.0;1282.0;media
GO;OIORAMA;municipio;245.0;70014.0;;1278.0;;;;225.0;media
GO;MONTES CLAROS DE GO IAS;municipio;530.0;252272.0;51.0;3766.0;37.0;1388.0;;961.0;media
GO;PIRA-HAS;municipio;463.0;190040.0;17.0;2179.0;12.0;262.0;89.0;17146.0;media
GO;NORTE GOIANO;microrregiao;12932.0;4095549.0;2029.0;43077.0;1750.0;22960.0;2160.0;122400.0;media
GO;PORANGATU;municipio;9919.0;2748553.0;1990.0;41902.0;1674.0;17183.0;1283.0;56064.0;media
GO;CAMPINAÇU;municipio;645.0;176416.0;;19.0;149.0;1098.0;51.0;1537.0;media
GO;CAMPINORTE;municipio;347.0;76980.0;;;;837.0;;670.0;media
GO;ESTRELA DO NORTE;municipio;114.0;25069.0;;283.0;2.0;39.0;;33.0;media
GO;FORMOSO;municipio;1008.0;266268.0;31.0;2669.0;99.0;1306.0;71.0;5902.0;media
GO;MARA ROSA;municipio;1405.0;365149.0;568.0;4351.0;662.0;4917.0;300.0;3679.0;media
GO;MINAÇU;municipio;730.0;164173.0;106.0;1045.0;195.0;1785.0;111.0;4557.0;media
GO;MUTUNOPOLIS;municipio;330.0;88522.0;31.0;731.0;24.0;157.0;49.0;2284.0;media
GO;NIQUELANDIA;municipio;2216.0;592024.0;878.0;22776.0;125.0;3827.0;358.0;27806.0;media
GO;PORANGATU;municipio;1309.0;586901.0;199.0;6427.0;27.0;302.0;69.0;3223.0;media
GO;SANTA TEREZA DE GOIAS;municipio;150.0;74871.0;14.0;590.0;15.0;192.0;;977.0;media
GO;SANTA TEREZINHA DE GOIAS;municipio;703.0;134170.0;84.0;1554.0;290.0;1852.0;151.0;1451.0;media
GO;URUAÇU;municipio;962.0;198003.0;75.0;1447.0;82.0;864.0;106.0;3928.0;media
GO;CHAPADA DOS VEAOEIROS;municipio;3013.0;1346996.0;39.0;1174.0;76.0;5777.0;877.0;66336.0;media
GO;ALTO PARAISO DE GOIAS;municipio;137.0;101789.0;;;;3392.0;34.0;7552.0;media
GO;CAMPOS BELOS;municipio;280.0;72526.0;12.0;49.0;;;38.0;2144.0;media
GO;CAVALCANTE;municipio;1200.0;546210.0;18.0;326.0;23.0;447.0;490.0;34797.0;media
GO;MONTE ALEGRE DE GOIAS;municipio;389.0;173358.0;3.0;87.0;;149.0;178.0;12722.0;media
GO;NOVA ROMA;municipio;490.0;184102.0;;111.0;47.0;279.0;116.0;1780.0;media
GO;SÃO JOÃO D'ALIANÇA;municipio;517.0;269008.0;;598.0;;1505.0;21.0;7338.0;media
GO;CENTRO GOIANO;mesorregiao;31404.0;3579411.0;95904.0;;34639.0;2561.0;84285.0;;media
GO;CERES;microrregiao;9676.0;1160199.0;35809.0;;14451.0;843.0;20687.0;;alta
GO;BARRO ALTO;municipio;580.0;160768.0;6308.0;;1168.0;35.0;595.0;;alta
GO;CARMO;municipio;678.0;49581.0;2839.0;;579.0;40.0;599.0;;alta
GO;CERES;municipio;900.0;41337.0;2215.0;;753.0;97.0;1711.0;;alta
GO;GOIANESIA;municipio;738.0;140799.0;6092.0;;2099.0;22.0;473.0;;alta
GO;HIDROLINA;municipio;284.0;43275.0;426.0;;81.0;27.0;699.0;;alta
GO;ITAPACI;municipio;703.0;153499.0;5652.0;;919.0;30.0;3566.0;;alta
GO;I T APURANGA;municipio;1631.0;121351.0;3377.0;;4935.0;200.0;3517.0;;alta
GO;NOVA AMERICA;municipio;208.0;20900.0;;;;21.0;1252.0;;alta
GO;NOVA GLORIA;municipio;600.0;35745.0;1815.0;;644.0;53.0;768.0;;alta
GO;PILAR DE: GOIAS;municipio;956.0;142094.0;604.0;;308.0;88.0;2309.0;;alta
GO;RIALMA;municipio;161.0;25082.0;402.0;;264.0;;234.0;;alta
GO;RIANAPOLIS;municipio;113.0;16670.0;353.0;;62.0;16.0;701.0;;alta
GO;RUBIATABA;municipio;1226.0;92358.0;2833.0;;1954.0;85.0;1237.0;;alta
GO;SANTA ISABEL;municipio;313.0;74535.0;910.0;;36.0;;179.0;;alta
GO;URUANA;municipio;585.0;42199.0;1976.0;;642.0;115.0;1841.0;;alta
GO;ANAPOLIS;microrregiao;8087.0;707331.0;24384.0;;14476.0;886.0;26729.0;;media
GO;ANAFl'OLIS;municipio;1098.0;80595.0;3227.0;;341.0;94.0;5049.0;;media
GO;ARAÇU;municipio;125.0;17599.0;426.0;;1283.0;;34.0;;media
GO;BRAZABRANTES;municipio;131.0;10731.0;253.0;;429.0;24.0;427.0;;media
GO;CATURAI;municipio;214.0;16777.0;353.0;;935.0;23.0;280.0;;media
GO;DAMOLANOIA;municipio;147.0;11055.0;65.0;;172.0;;97.0;;media
GO;HEI TORAI;municipio;138.0;20645.0;192.0;;975.0;16.0;271.0;;media
GO;INHUMAS;municipio;805.0;56794.0;2795.0;;3218.0;145.0;1332.0;;media
GO;ITABERAI;municipio;972.0;125271.0;7867.0;;1202.0;122.0;3587.0;;media
GO;ITAGUARU;municipio;317.0;19999.0;398.0;;2006.0;42.0;1314.0;;media
